,country,dislikes,likes,views,youtube_ids,youtube_links_count,total_votes,likes_ratio
12,lithuania,4874,38620,2660779,"bvuRdplp8wc, LzfmYE_HsgM, ut-0TaybLRE, 5Nb3HMzsfZY, QG-lH7LJdpg",5,43494,0.8879385662390215
13,cyprus,18281,144795,10054017,"ESkhPXfl4A0, I61oQCgnjpI, 3jCAyvVJVFw, INK3lvMDU0M, WPFUZswe_zw",5,163076,0.8878988937673232
14,russia,46245,353896,13882323,"4kk-tv3Zzk4, ZA1oAQPoOvQ, gEpUgRtXBss, ovhJHU8wnxU, wCKHUldGcEI",5,400141,0.8844282390457364
15,armenia,12604,85407,6306718,"5oKqBnWIDv4, q_46dy4yJwg, avBwSUYlTtI, hKHsNcgfMk8",4,98011,0.8714021895501526
16,slovenia,11622,76531,4694954,"m4Ci3nrBdno, 2C9W7MbDivU, 8daS5BVcKx8, YkNZ5JM1Ss8, wnA0doOsGDY, vleF8-gAn_U",6,88153,0.8681610381949565
17,north-macedonia,7702,47540,2739262,"Sw-NQ1a1zZ0, uorpKaAQQYI, e5yuP9deQB8, 3A65lXLNZfk",4,55242,0.8605770971362369
18,sweden,10987,64069,5082178,"CTaMD3JUtA8, YKR2GiorZuQ, allrou65mCY, iEEuG5XML-A, y5w8qSEg9Ls",5,75056,0.8536159667448305
19,united-kingdom,4523,23319,1901267,"jCi3U5NhV3M, 8_IcrNgV-O4, -3nIUKVp75U, JrxpNQxpcQM, Y5JPSWYs53A",5,27842,0.8375475899719848
20,estonia,5840,29804,1866209,"Ga4re32dN5k, zX41EmHGXck, cKpADQ3gAxo, 1-7NFt8EAe0, a4bfC0NPl1I",5,35644,0.8361575580742902
21,czech-republic,10231,51396,2478509,"dKJAoaZvzRs, yH1-uy9FYKE, E63kzXA1pqY, Ho9MuPJPZ90, duSSVY_YJyY, 8-HR-L4QY0g",6,61627,0.8339851039317182
22,latvia,4004,19768,1271458,"6j61TWsjcJY, NCtKU3m3R-8, xs7GvrBGy54, wfDMzm9ZtrU, TjDnAtgrJCo",5,23772,0.8315665488810365
23,ireland,4827,21963,1710001,"RLF2CfiSAFU, LXBIDYh_UE4, lX7DT9GMHQM, P_SehZvRaVk, Nh8iFJTxVHI",5,26790,0.8198208286674132
24,romania,10773,47436,2746185,"cvzruGxaAO4, _loQfk_ZUOs, zWpqOA8rF5E, T1dhF0_QyH0, cZC9o_Z90yo, IDxXOdGSiiQ",6,58209,0.8149255269803639
25,portugal,18462,80135,5372848,"9t5_yUNp0bg, Q1tkstZdEjU, SIGn9_yMLn4, K0Oj8N03rZg, xSbp8lwCQp8",5,98597,0.8127529235169427
26,israel,18030,75174,4447374,"wEZRK8KIkKc, LsA-1gPV8nY, AIMOgw8gZVI, TBYqgW4E7qY, 7d__XXiVJkE",5,93204,0.8065533668082915
27,australia,17279,67464,4760897,"8RmThfoBB_E, 5YI623ePilI, VlpBPO9_L4E, m3WF2AsxLB8, jEMJ9PYGDfY",5,84743,0.7961011528975844
28,moldova,4300,15369,1223894,"areV6tnq3po, OOnPFsjkhbs, p3OC8qhZBWQ, -mo207V5Z2o, X3RauAppvCQ",5,19669,0.7813818699476334
29,denmark,9098,30159,2659949,"8JOQvr-Ld9g, qgA2BqvwEcI, FQDkwuNjO8s, fAdSQxaXsSk, HVvAzwiV0hw",5,39257,0.7682451537305449
30,georgia,5474,17613,1099902,"G0w4_0N9fUs, KXIbXgwjCUM, BoOvVqtZyus, QCOMCqOXmUo, vu4nHsaAJwU",5,23087,0.7628968683674795
31,poland,27783,87005,6365763,"_8kX-DZr40o, x-M_7TeG5QI, IEu0F5uobVo, hVkyOjwpUCQ, mQSxrcDoZgs",5,114788,0.7579625047914416
32,iceland,24084,74666,4728393,"m9VWSF_WuIk, 6S1sByqdPok, wKQCjARwLsU, UGrRhIj4FRw, -ELSP8zqhXo, U1HNhA-7OEU",6,98750,0.7561113924050633
33,france,65616,201087,12149075,"VydsMYa9lyI, nvKyGQ8fzuY, gXLF0rgi3M0, tCJRigN2DmI, AQ1fiVRKTOg",5,266703,0.7539735211077491
34,belarus,19146,55151,3806618,"TUgznFAwVXo, Ao93RTN90Xs, 2tzuph4cWLw, MJdt3JIdmMQ, 6IxL8uvArVg",5,74297,0.7423045345034119
35,croatia,12741,33317,2200657,"XOwPqUKG83s, gXT5E8kUgfs, XH1XfjICYLc, YttRPqpB_XI, sWpRSYfY7O8",5,46058,0.7233705328064615
36,finland,6482,15971,1569481,"uxSt5pwHCH8, MOBFjpqKSi0, lVNu_6X8arI, d4DPGAJhSac, VSPhIwOJfRs",5,22453,0.711308065737318
37,austria,7817,15705,1337155,"cncRSZGYKJw, h5ppfP5pm9U, ryNF0hXj1ww, S2HFBexHDXk, GZtbCvPyxaQ",5,23522,0.6676728169373353
38,montenegro,8864,14498,1227101,"ZkU1Apx64L0, oV200JAouTc, FhcBOMGPBnk, EXmXfHhLBoQ, KXNjnOoYFNg",5,23362,0.6205804297577262
39,san-marino,19664,31746,2294489,"l5arNtTYK1s, hE9lkb7Z-Qw, 6xVYCjISkLA, _BWHL5I-E-A",4,51410,0.6175063217272904
40,germany,26332,34595,3388055,"RuqS6-KJFgA, MHCLVsmJda4, IermclVvo2I, 5JoIMKeYmbg, xEZwgjP9HPw",5,60927,0.5678106586570815
