,model,kw,mark,new,2017,2016,2015,2014,2013,2012,2011
220,A3 Limousine 2.0 TDI Attraction (8V),135.0,Audi,31600,,18050,16550,15400,,,
221,A3 Limousine 2.0 TDI Attraction quattro S Tronic (8V),135.0,Audi,35450,,20050,18350,17050,,,
222,A3 Limousine 2.0 TDI sport quattro S tronic (8V),135.0,Audi,39200,25300,22150,,,,,
223,A3 Cabriolet 1.4 TFSI Attraction (8V),85.0,Audi,29900,,18750,,,,,
224,A3 Cabriolet 1.4 TFSI (8V),85.0,Audi,32150,22200,19800,,,,,
225,A3 Cabriolet 1.4 TFSI Attraction (8V),92.0,Audi,31400,,19700,17950,16150,14450,,
226,A3 Cabriolet 1.4 TFSI cod Attraction (8V),103.0,Audi,31700,,,,16500,14950,,
227,A3 Cabriolet 1.4 TFSI cod ultra (8V),110.0,Audi,32700,23950,21350,,,,,
228,A3 Cabriolet 1.5 TFSI cod (8V),110.0,Audi,34100,24450,,,,,,
229,A3 Cabriolet 1.8 TFSI Attraction (8V),132.0,Audi,34850,,22250,19700,18150,16550,,
230,A3 Cabriolet 1.8 TFSI Attraction quattro S tronic (8V),132.0,Audi,38700,,24400,21650,19950,,,
231,A3 Cabriolet 2.0 TFSI sport quattro S tronic,140.0,Audi,42650,29950,26750,,,,,
232,A3 Cabriolet 1.6 TDI Attraction (8V),81.0,Audi,33400,,18800,16950,15450,,,
233,A3 Cabriolet 2.0 TDI Attraction (8V),110.0,Audi,35750,,20350,18150,16500,14950,,
234,A3 Cabriolet 2.0 TDI Attraction quattro (8V),110.0,Audi,37700,,21200,18900,17200,,,
235,A3 Cabriolet 2.0 TDI (8V),110.0,Audi,37250,23450,20900,,,,,
236,A3 Cabriolet 2.0 TDI quattro (8V),110.0,Audi,38550,24400,21800,,,,,
237,A3 Cabriolet 2.0 TDI Attraction (8V),135.0,Audi,37500,,21250,19150,17500,,,
238,A3 Cabriolet 2.0 TDI Attraction quattro S tronic (8V),135.0,Audi,41350,,23200,20900,19050,,,
239,A3 Cabriolet 2.0 TDI sport quattro S tronic (8V),135.0,Audi,45000,28050,25050,,,,,
240,RS3 Sportback S tronic (8P),250.0,Audi,49900,,,,,26500,24100,
241,RS3 Sportback S tronic (8V),270.0,Audi,53500,,39000,35400,,,,
242,RS3 Sportback S tronic (8V),294.0,Audi,55900,42100,,,,,,
243,RS3 Limousine S tronic (8V),294.0,Audi,57200,42600,,,,,,
244,S3 (8V),221.0,Audi,40050,,26200,24600,23050,21300,19850,
245,S3 (8V),228.0,Audi,41450,30800,27500,,,,,
246,S3 Sportback,221.0,Audi,40950,,27650,26000,24250,22600,,
247,S3 Sportback,228.0,Audi,43050,32450,29000,,,,,
248,S3 Limousine,221.0,Audi,41550,,27500,25850,24150,22450,,
249,S3 Limousine,228.0,Audi,43950,32500,29050,,,,,
250,S3 Cabriolet S tronic (8V),221.0,Audi,49350,,31400,27850,26050,,,
251,S3 Cabriolet S tronic (8V),228.0,Audi,51850,36500,32600,,,,,
252,A4 1.8 TFSI Attraction (B8),88.0,Audi,28850,,,16250,14500,12900,11200,10050
253,A4 1.8 TFSI Attraction (B8),125.0,Audi,31150,,,,,13850,12050,10800
254,A4 1.8 TFSI Attraction quattro (B8),125.0,Audi,33500,,,,,14900,12950,
255,A4 2.0 TFSI flexible fuel Attraction (B8),132.0,Audi,34200,,,17800,15900,14150,12300,11000
256,A4 2.0 TFSI flexible fuel Attraction quattro,132.0,Audi,36550,,,19050,17000,15150,13150,11800
257,A4 2.0 TFSI Attraction (B8),155.0,Audi,35450,,,,,14300,12400,11150
258,A4 2.0 TFSI Attraction quattro (B8),155.0,Audi,37800,,,,,15200,13250,11900
259,A4 2.0 TFSI Attraction (B8),165.0,Audi,37700,,,18250,16300,14500,,
260,A4 2.0 TFSI Attraction quattro (B8),165.0,Audi,40050,,,19450,17350,15450,,
261,A4 3.0 TFSI Attraction quattro S tronic (B8),200.0,Audi,44950,,,,21100,18800,16350,
262,A4 2.0 TDI Attraction (B8),88.0,Audi,31250,,,15200,13550,11950,10300,9250
263,A4 2.0 TDI 112g Attraction (B8),100.0,Audi,32600,,,,13650,11950,10350,9300
264,A4 2.0 TDI ultra Attraction (B8),100.0,Audi,34450,,,15050,13450,,,
265,A4 2.0 TDI Attraction (B8),105.0,Audi,32250,,,,,12800,11100,9950
266,A4 2.0 TDI Attraction quattro (B8),105.0,Audi,34600,,,,,13750,11900,
267,A4 2.0 TDI Attraction (B8),110.0,Audi,33350,,,15400,13750,12100,,
268,A4 2.0 TDI Attraction quattro (B8),110.0,Audi,35700,,,16500,14750,12950,,
269,A4 2.0 TDI 115g Attraction (B8),120.0,Audi,34700,,,,,13100,11350,10150
270,A4 2.0 TDI ultra Attraction (B8),120.0,Audi,35850,,,16300,14550,,,
271,A4 2.0 TDI Attraction (B8),130.0,Audi,35450,,,15400,13750,12100,10500,9400
272,A4 2.0 TDI Attraction quattro (B8),130.0,Audi,37800,,,16500,14750,12950,11200,10050
273,A4 2.0 TDI Attraction (B8),140.0,Audi,36950,,,16650,14850,,,
274,A4 2.0 TDI Attraction quattro (B8),140.0,Audi,39300,,,17050,15200,,,
275,A4 3.0 TDI Attraction (B8),150.0,Audi,38250,,,17400,15550,13650,11850,10600
276,A4 3.0 TDI Attraction quattro (B8),180.0,Audi,44250,,,19950,17850,15700,13600,12200
277,A4 Avant 1.8 TFSI Attraction (B8),88.0,Audi,30600,,,15900,14200,12650,11000,9825
278,A4 Avant 1.8 TFSI Attraction (B8),125.0,Audi,32800,,,,,14850,12950,11600
279,A4 Avant 1.8 TFSI Attraction quattro (B8),125.0,Audi,35150,,,,,15950,13850,
280,A4 Avant 2.0 TFSI flexible fuel Attraction (B8),132.0,Audi,35950,,,19500,17400,15450,13450,12050
281,A4 Avant 2.0 TFSI flexible fuel Attraction quattro,132.0,Audi,38300,,,20750,18550,16450,14350,12850
282,A4 allroad 2.0 TFSI quattro (B8),155.0,Audi,41200,,,,,19100,16650,14950
283,A4 Avant 2.0 TFSI Attraction (B8),155.0,Audi,37100,,,,,15400,13400,12000
284,A4 Avant 2.0 TFSI Attraction quattro (B8),155.0,Audi,39450,,,,,16400,14250,12750
285,A4 allroad 2.0 TFSI quattro (B8),165.0,Audi,42650,,26300,23450,20950,19100,,
286,A4 Avant 2.0 TFSI Attraction (B8),165.0,Audi,39450,,,20300,18150,16150,,
287,A4 Avant 2.0 TFSI Attraction quattro (B8),165.0,Audi,41800,,,21550,19250,17150,,
288,A4 Avant 3.0 TFSI Attraction quattro S tronic (B8),200.0,Audi,46600,,,,23500,20900,18200,
289,A4 Avant 2.0 TDI Attraction (B8),88.0,Audi,33000,,,14800,13200,11600,10050,8975
290,A4 Avant 2.0 TDI 116g Attraction (B8),100.0,Audi,34250,,,,14200,12500,10800,9700
291,A4 Avant 2.0 TDI ultra Attraction (B8),100.0,Audi,36200,,,15600,13950,,,
292,A4 allroad 2.0 TDI quattro (B8),105.0,Audi,38000,,,,,16400,14250,
293,A4 Avant 2.0 TDI Attraction (B8),105.0,Audi,33900,,,,,12300,10650,9550
294,A4 Avant 2.0 TDI Attraction quattro (B8),105.0,Audi,36250,,,,,13150,11400,
295,A4 allroad 2.0 TDI quattro (B8),110.0,Audi,39200,,,20400,18200,16400,,
296,A4 Avant 2.0 TDI Attraction (B8),110.0,Audi,35100,,,15500,13850,12150,,
297,A4 Avant 2.0 TDI Attraction quattro (B8),110.0,Audi,37450,,,16600,14800,13000,,
298,A4 Avant 2.0 TDI 120g Attraction (B8),120.0,Audi,36350,,,,,13600,11750,10550
299,A4 Avant 2.0 TDI ultra Attraction (B8),120.0,Audi,37600,,,17100,15300,,,
300,A4 allroad 2.0 TDI quattro (B8),130.0,Audi,41300,,,20800,18950,17050,14800,13300
301,A4 Avant 2.0 TDI Attraction (B8),130.0,Audi,37200,,,15700,14000,12300,10650,9550
302,A4 Avant 2.0 TDI Attraction quattro (B8),130.0,Audi,39550,,,16700,14900,13100,11350,10200
303,A4 allroad 2.0 TDI quattro (B8),140.0,Audi,41900,,22200,20250,18650,,,
304,A4 Avant 2.0 TDI Attraction (B8),140.0,Audi,38700,,,16650,14850,,,
305,A4 Avant 2.0 TDI Attraction quattro (B8),140.0,Audi,41050,,,17700,15800,,,
306,A4 Avant 3.0 TDI Attraction (B8),150.0,Audi,40000,,,17400,15550,13650,11850,10600
307,A4 allroad 3.0 TDI quattro S tronic (B8),180.0,Audi,49950,,,25100,22650,19950,17300,15550
308,A4 Avant 3.0 TDI Attraction quattro (B8),180.0,Audi,46000,,,21350,19050,16750,14550,13050
309,A4 1.4 TFSI (B9),110.0,Audi,32400,21200,18550,16750,,,,
310,A4 2.0 TFSI ultra (B9),140.0,Audi,42150,23300,20800,18600,,,,
311,A4 2.0 TFSI quattro (B9),185.0,Audi,43850,29850,27200,24300,,,,
312,A4 2.0 TDI (B9),90.0,Audi,37700,20400,18400,,,,,
313,A4 2.0 TDI (B9),110.0,Audi,39100,20200,18400,16800,,,,
314,A4 2.0 TDI quattro (B9),110.0,Audi,39150,24050,21450,,,,,
315,A4 2.0 TDI ultra (B9),110.0,Audi,37000,20400,18600,16950,,,,
316,A4 2.0 TDI quattro (B9),140.0,Audi,44500,24500,21200,20450,,,,
317,A4 2.0 TDI ultra (B9),140.0,Audi,36800,24350,21400,20600,,,,
318,A4 3.0 TDI quattro S tronic (B9),160.0,Audi,47200,27750,24750,,,,,
319,A4 3.0 TDI S tronic (B9),160.0,Audi,44850,28500,25450,22700,,,,
320,A4 3.0 TDI quattro tiptronic (B9),200.0,Audi,51850,31700,27750,25300,,,,
321,A4 Avant 1.4 TFSI (B9),110.0,Audi,34250,22350,20350,,,,,
322,A4 Avant 2.0 TFSI ultra (B9),140.0,Audi,41900,23300,21250,,,,,
323,A4 Allroad 2.0 TFSI quattro S tronic (B9),185.0,Audi,50100,33850,31200,,,,,
324,A4 Avant 2.0 TFSI quattro (B9),185.0,Audi,45750,31000,28850,27650,,,,
325,A4 Avant 2.0 TFSI S tronic (B9),185.0,Audi,45700,31450,29400,,,,,
326,A4 Avant 2.0 TDI (B9),90.0,Audi,39550,22450,20250,,,,,
327,A4 Allroad 2.0 TDI quattro (B9),110.0,Audi,43050,27100,24700,,,,,
328,A4 Avant 2.0 TDI (B9),110.0,Audi,40950,21350,19450,17900,,,,
329,A4 Avant 2.0 TDI quattro (B9),110.0,Audi,41000,25350,22600,,,,,
330,A4 Avant 2.0 TDI ultra (B9),110.0,Audi,38850,21550,19600,18050,,,,
331,A4 Allroad 2.0 TDI quattro S tronic (B9),120.0,Audi,46100,30300,27050,,,,,
332,A4 Allroad 2.0 TDI quattro (B9),140.0,Audi,48400,29700,27600,,,,,
333,A4 Avant 2.0 TDI quattro (B9),140.0,Audi,46350,25500,22300,21850,,,,
334,A4 Allroad 3.0 TDI quattro S tronic (B9),160.0,Audi,51100,32100,29850,,,,,
335,A4 Avant 3.0 TDI quattro S tronic (B9),160.0,Audi,49050,29750,26550,,,,,
336,A4 Avant 3.0 TDI S tronic (B9),160.0,Audi,46700,29450,26300,23500,,,,
337,A4 Allroad 3.0 TDI quattro tiptronic (B9),200.0,Audi,55750,34000,32550,,,,,
338,A4 Avant 3.0 TDI quattro tiptronic (B9),200.0,Audi,53700,32050,29800,28000,,,,
339,A4 Avant g-tron (B9),125.0,Audi,40300,28300,,,,,,
340,RS4 Avant S tronic (B8),331.0,Audi,77900,,,47250,42200,37650,32800,
341,RS4 Avant tiptronic (B9),331.0,Audi,80700,60650,,,,,,
342,S4 S tronic (B8),245.0,Audi,55550,,,,28300,25200,21950,19700
343,S4 Avant S tronic (B8),245.0,Audi,57200,,,,30200,26900,23400,21000
344,S4 tiptronic (B9),260.0,Audi,60600,43850,37600,,,,,
345,S4 Avant tiptronic (B9),260.0,Audi,62450,45300,39250,,,,,
346,A5 Cabriolet 1.8 TFSI (8F),125.0,Audi,39250,,,,,17900,16350,14750
347,A5 Cabriolet 1.8 TFSI (8F),130.0,Audi,40750,,23700,21600,,,,
348,A5 Cabriolet 2.0 TFSI (8F),155.0,Audi,44250,,,,,18950,17300,15500
349,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),155.0,Audi,48800,,,,,20900,19050,17100
350,A5 Cabriolet 2.0 TFSI (8F),165.0,Audi,45500,,,23450,21150,19700,,
351,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),165.0,Audi,50050,,,25600,23150,21650,,
352,A5 Cabriolet 2.0 TFSI (8F),169.0,Audi,45900,,26400,23600,,,,
353,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),169.0,Audi,50450,,28850,25750,,,,
354,A5 Cabriolet 3.0 TFSI quattro S tronic (8F),200.0,Audi,53900,,,,25200,22600,20750,19050
355,A5 Cabriolet 2.0 TDI (8F),105.0,Audi,41050,,,,,16600,15050,13200
356,A5 Cabriolet 2.0 TDI (8F),110.0,Audi,42050,,,20800,18600,16850,,
357,A5 Cabriolet 2.0 TDI (8F),130.0,Audi,43750,,,21450,19150,17300,15650,14250
358,A5 Cabriolet 2.0 TDI quattro (8F),130.0,Audi,46100,,,22800,20350,18450,16700,
359,A5 Cabriolet 2.0 TDI (8F),140.0,Audi,44750,,23900,22000,19550,,,
360,A5 Cabriolet 2.0 TDI quattro (8F),140.0,Audi,47100,,25400,23350,20750,,,
361,A5 Cabriolet 3.0 TDI multitronic (8F),150.0,Audi,49550,,,23650,21800,19400,18000,16500
362,A5 Cabriolet 3.0 TDI quattro S tronic (8F),160.0,Audi,52300,,28050,25050,,,,
363,A5 Cabriolet 3.0 TDI quattro S tronic (8F),180.0,Audi,55950,,,26300,23900,21500,19750,17400
364,A5 Coupé 1.8 TFSI (8T),125.0,Audi,34650,,,,,15700,14250,12600
365,A5 Coupé 1.8 TFSI (8T),130.0,Audi,36050,,22100,19750,,,,
366,A5 Coupé 2.0 TFSI (8T),155.0,Audi,39650,,,,,17200,15800,14050
367,A5 Coupé 2.0 TFSI quattro (8T),155.0,Audi,42000,,,,,18200,16750,14900
368,A5 Coupé 2.0 TFSI (8T),165.0,Audi,40800,,,21550,19400,17600,,
369,A5 Coupé 2.0 TFSI quattro (8T),165.0,Audi,43150,,,22800,20500,18600,,
370,A5 Coupé 2.0 TFSI (8T),169.0,Audi,41200,,24250,21650,,,,
371,A5 Coupé 2.0 TFSI quattro (8T),169.0,Audi,43550,,25650,22900,,,,
372,A5 Coupé 3.0 TFSI quattro S tronic (8T),200.0,Audi,49300,,,,23450,21400,19350,17150
373,A5 Coupé 2.0 TDI ultra (8T),120.0,Audi,39850,,23100,20650,17900,,,
374,A5 Coupé 2.0 TDI (8T),130.0,Audi,39050,,,19700,17550,15850,14350,12600
375,A5 Coupé 2.0 TDI quattro (8T),130.0,Audi,41400,,,20750,18500,16600,15050,13250
376,A5 Coupé 2.0 TDI (8T),140.0,Audi,39650,,,20550,18750,,,
377,A5 Coupé 2.0 TDI quattro (8T),140.0,Audi,42000,,,21650,19750,,,
378,A5 Coupé 3.0 TDI (8T),150.0,Audi,42650,,,21950,19650,17850,15850,14250
379,A5 Coupé 3.0 TDI quattro S tronic (8T),160.0,Audi,47600,,26850,23950,,,,
380,A5 Coupé 3.0 TDI quattro (8T),180.0,Audi,49050,,,23600,21300,19550,17500,15650
381,A5 Sportback 1.8 TFSI (8T),106.0,Audi,33150,,20500,17800,16650,,,
382,A5 Sportback 1.8 TFSI (8T),125.0,Audi,33850,,,,,16100,14300,12450
383,A5 Sportback 1.8 TFSI (8T),130.0,Audi,35250,,21700,19200,,,,
384,A5 Sportback 2.0 TFSI (8T),155.0,Audi,38850,,,,,17800,15950,14150
385,A5 Sportback 2.0 TFSI quattro (8T),155.0,Audi,41200,,,,,18750,16800,14950
386,A5 Sportback 2.0 TFSI (8T),165.0,Audi,40000,,,22000,20250,18450,,
387,A5 Sportback 2.0 TFSI quattro (8T),165.0,Audi,42350,,,23250,21450,19500,,
388,A5 Sportback 2.0 TFSI (8T),169.0,Audi,40400,,25200,22700,,,,
389,A5 Sportback 2.0 TFSI quattro (8T),169.0,Audi,42750,,26600,24000,,,,
390,A5 Sportback 3.0 TFSI quattro S tronic (8T),200.0,Audi,48500,,,,23050,20750,18650,16900
391,A5 Sportback 2.0 TDI (8T),100.0,Audi,34150,,,18300,16500,14950,,
392,A5 Sportback 2.0 TDI ultra,100.0,Audi,35350,,19800,18250,16450,,,
393,A5 Sportback 2.0 TDI (8T),105.0,Audi,35650,,,,,15200,13900,12450
394,A5 Sportback 2.0 TDI (8T),110.0,Audi,36550,,,18750,16900,15400,,
395,A5 Sportback 2.0 TDI ultra,120.0,Audi,39050,,22300,20500,18500,,,
396,A5 Sportback 2.0 TDI (8T),130.0,Audi,38250,,,20500,18500,16800,14400,12800
397,A5 Sportback 2.0 TDI quattro (8T),130.0,Audi,40600,,,21700,19600,17800,15300,13550
398,A5 Sportback 2.0 TDI (8T),140.0,Audi,38850,,,20200,18700,,,
399,A5 Sportback 2.0 TDI quattro (8T),140.0,Audi,41200,,,21400,19800,,,
400,A5 Sportback 3.0 TDI (8T),150.0,Audi,41850,,,22050,20200,17800,15600,13700
401,A5 Sportback 3.0 TDI quattro S tronic (8T),160.0,Audi,46800,,26650,24300,,,,
402,A5 Sportback 3.0 TDI quattro (8T),180.0,Audi,48250,,,23200,20700,18450,16700,15000
403,A5 Coupé 2.0 TFSI (F5),140.0,Audi,41650,26550,24450,,,,,
404,A5 Coupé 2.0 TFSI quattro (F5),185.0,Audi,46600,30950,28150,,,,,
405,A5 Coupé 2.0 TFSI S tronic (F5),185.0,Audi,46550,30900,28100,,,,,
406,A5 Coupé 2.0 TDI (F5),110.0,Audi,39100,25050,,,,,,
407,A5 Coupé 2.0 TDI quattro (F5),140.0,Audi,46300,28050,25850,,,,,
408,A5 Coupé 2.0 TDI ultra (F5),140.0,Audi,41850,26800,24700,,,,,
409,A5 Coupé 3.0 TDI quattro S tronic (F5),160.0,Audi,49900,31400,28350,,,,,
410,A5 Coupé 3.0 TDI S tronic (F5),160.0,Audi,47550,29900,27000,,,,,
411,A5 Coupé 3.0 TDI quattro tiptronic (F5),200.0,Audi,54000,34350,,,,,,
412,A5 Coupé 3.0 TDI quattro tiptronic (F5),210.0,Audi,54550,34850,,,,,,
413,A5 Sportback 2.0 TFSI (F5),140.0,Audi,41650,27050,24800,,,,,
414,A5 Sportback 2.0 TFSI quattro (F5),185.0,Audi,46600,32650,31100,,,,,
415,A5 Sportback 2.0 TFSI S tronic (F5),185.0,Audi,46550,32650,29600,,,,,
416,A5 Sportback 2.0 TDI (F5),110.0,Audi,39100,25400,,,,,,
417,A5 Sportback 2.0 TDI quattro (F5),110.0,Audi,41450,26950,,,,,,
418,A5 Sportback 2.0 TDI quattro (F5),140.0,Audi,46300,28600,27650,,,,,
419,A5 Sportback 2.0 TDI ultra,140.0,Audi,41850,27300,25250,,,,,
420,A5 Sportback 3.0 TDI quattro S tronic (F5),160.0,Audi,49900,33400,29200,,,,,
421,A5 Sportback 3.0 TDI S tronic (F5),160.0,Audi,47550,31800,,,,,,
422,A5 Sportback 3.0 TDI quattro tiptronic (F5),200.0,Audi,54000,36500,,,,,,
423,A5 Sportback 3.0 TDI quattro tiptronic (F5),210.0,Audi,54550,37050,,,,,,
424,A5 Sportback g-tron (F5),125.0,Audi,40800,29200,,,,,,
425,A5 Cabriolet 2.0 TFSI (F5),140.0,Audi,50150,32350,29450,,,,,
426,A5 Cabriolet 2.0 TFSI quattro S tronic (F5),185.0,Audi,55100,35850,32450,,,,,
427,A5 Cabriolet 2.0 TDI (F5),110.0,Audi,45300,29500,,,,,,
428,A5 Cabriolet 2.0 TDI quattro S tronic (F5),140.0,Audi,52500,33900,,,,,,
429,A5 Cabriolet 3.0 TDI quattro S tronic (F5),160.0,Audi,56100,34600,31200,,,,,
430,A5 Cabriolet 3.0 TDI S tronic (F5),160.0,Audi,53750,33150,,,,,,
431,A5 Cabriolet 3.0 TDI quattro S tronic (F5),210.0,Audi,60750,38050,,,,,,
432,RS5 Cabriolet S tronic (8F),331.0,Audi,89900,,,46050,42350,39050,35850,
433,RS5 Coupé S tronic (8T),331.0,Audi,77700,,,,,,28350,25350
434,RS5 Coupé S tronic (8T),331.0,Audi,79900,,,42900,37950,34150,30750,
435,RS5 Coupé tiptronic (F5),331.0,Audi,82700,59400,,,,,,
436,S5 Cabriolet S tronic (8F),245.0,Audi,63600,,,,30600,28150,25350,23100
437,S5 Coupé S tronic (8T),245.0,Audi,59000,,,,28950,26000,23400,20450
438,S5 Sportback S tronic (8T),245.0,Audi,58200,,,,29100,26250,23100,20700
439,S5 Coupé tiptronic (F5),260.0,Audi,63300,42500,39150,,,,,
440,S5 Sportback tiptronic (F5),260.0,Audi,63300,42450,39250,,,,,
441,S5 Cabriolet tiptronic (F5),260.0,Audi,68600,44600,40250,,,,,
442,A6 2.0 TFSI (C7),132.0,Audi,37200,,,,17900,15850,14100,12900
443,A6 1.8 TFSI (C7),140.0,Audi,39550,,23800,21350,19050,,,
444,A6 1.8 TFSI ultra S tronic (C7),140.0,Audi,42700,27100,25200,22600,20200,,,
445,A6 2.8 FSI (C7),150.0,Audi,41050,,,,17500,15500,14000,12550
446,A6 2.8 FSI quattro S tronic,150.0,Audi,46050,,,,19750,17500,15850,14150
447,A6 2.0 TFSI quattro S tronic (C7),185.0,Audi,50200,31500,28800,25950,,,,
448,A6 2.0 TFSI S tronic (C7),185.0,Audi,46550,,27150,24500,21850,,,
449,A6 3.0 TFSI quattro S tronic (C7),220.0,Audi,51600,,,,,,17500,15550
450,A6 3.0 TFSI quattro S tronic (C7),228.0,Audi,52850,,,,24250,21350,19150,
451,A6 3.0 TFSI quattro S tronic (C7),245.0,Audi,55450,,32000,28950,26000,,,
452,A6 2.0 TDI ultra,110.0,Audi,41150,23500,21200,19100,16800,,,
453,A6 2.0 TDI (C7),130.0,Audi,39600,,,,16200,14600,13000,11650
454,A6 2.0 TDI ultra,140.0,Audi,39900,,,,17350,,,
455,A6 2.0 TDI quattro S tronic (C7),140.0,Audi,48250,27150,25250,22950,,,,
456,A6 2.0 TDI ultra,140.0,Audi,45500,24550,22850,20750,18250,,,
457,A6 3.0 TDI (C7),150.0,Audi,44400,,,,18200,15600,14150,12850
458,A6 3.0 TDI quattro S tronic,150.0,Audi,49400,,,,20250,17450,15800,14350
459,A6 3.0 TDI quattro S tronic (C7),160.0,Audi,52900,30800,27250,24300,21500,,,
460,A6 3.0 TDI S tronic (C7),160.0,Audi,50150,29150,25750,23000,20350,,,
461,A6 3.0 TDI clean diesel quattro S tronic,180.0,Audi,53000,,,,21650,19450,17700,15900
462,A6 3.0 TDI quattro S tronic,180.0,Audi,52500,,,,20900,18850,17150,15400
463,A6 3.0 TDI quattro S tronic (C7),200.0,Audi,55550,30650,27950,25950,23050,,,
464,A6 3.0 TDI quattro tiptronic (C7),230.0,Audi,57250,,,,23100,20200,18650,16750
465,A6 3.0 TDI quattro tiptronic (C7),235.0,Audi,60950,34950,31750,28250,24950,,,
466,A6 3.0 TDI competition quattro tiptronic (C7),240.0,Audi,68950,40600,37350,33700,29450,,,
467,A6 2.0 TFSI hybrid tiptronic (C7),180.0,Audi,54150,,,,23700,20800,18450,
468,A6 Avant 2.0 TFSI (C7),132.0,Audi,39550,,,,19450,17250,15450,14100
469,A6 Avant 1.8 TFSI (C7),140.0,Audi,42050,,25750,23150,20700,,,
470,A6 Avant 1.8 TFSI ultra S tronic (C7),140.0,Audi,45200,29150,27150,24400,21850,,,
471,A6 Avant 2.8 FSI (C7),150.0,Audi,43400,,,,19100,16900,15300,13650
472,A6 Avant 2.8 FSI quattro S tronic (C7),150.0,Audi,48400,,,,21350,18900,17100,15300
473,A6 Avant 2.0 TFSI quattro S tronic (C7),185.0,Audi,52700,33450,30700,28100,,,,
474,A6 Avant 2.0 TFSI S tronic (C7),185.0,Audi,49050,,29050,26600,23800,,,
475,A6 Avant 3.0 TFSI quattro S tronic (C7),220.0,Audi,53950,,,,,,19300,17350
476,A6 allroad 3.0 TFSI quattro S tronic (C7),228.0,Audi,58500,,,,28350,26150,23600,
477,A6 Avant 3.0 TFSI quattro S tronic (C7),228.0,Audi,55200,,,,26400,23400,21100,
478,A6 allroad 3.0 TFSI quattro S tronic (C7),245.0,Audi,61250,,36300,32400,28900,,,
479,A6 Avant 3.0 TFSI quattro S tronic (C7),245.0,Audi,57950,,34500,31400,28300,,,
480,A6 Avant 2.0 TDI ultra (C7),110.0,Audi,43650,25350,22850,20600,18100,,,
481,A6 Avant 2.0 TDI (C7),130.0,Audi,41950,,,,17550,15800,14100,12650
482,A6 allroad 3.0 TDI quattro S tronic (C7),140.0,Audi,56700,31400,28600,26100,,,,
483,A6 Avant 2.0 TDI ultra (C7),140.0,Audi,42250,,,,18550,,,
484,A6 Avant 2.0 TDI quattro S tronic (C7),140.0,Audi,50750,28600,26600,24200,,,,
485,A6 Avant 2.0 TDI ultra (C7),140.0,Audi,48000,26350,24550,22300,19600,,,
486,A6 allroad 3.0 TDI quattro S tronic (C7),150.0,Audi,55400,,,,23500,20750,18250,
487,A6 Avant 3.0 TDI (C7),150.0,Audi,46750,,,,19150,16450,14900,13450
488,A6 Avant 3.0 TDI quattro S tronic (C7),150.0,Audi,51750,,,,20700,18200,16500,14900
489,A6 allroad 3.0 TDI quattro S tronic (C7),160.0,Audi,58700,32050,29200,26600,23900,,,
490,A6 Avant 3.0 TDI quattro S tronic (C7),160.0,Audi,55400,32750,28950,25850,22400,,,
491,A6 Avant 3.0 TDI S tronic (C7),160.0,Audi,52650,31050,27450,24500,21250,,,
492,A6 allroad 3.0 TDI clean diesel quattro S tronic (C7),180.0,Audi,58150,,,,24300,21750,18950,
493,A6 Avant 3.0 TDI clean diesel quattro S tronic,180.0,Audi,55350,,,,23550,20400,18150,16600
494,A6 Avant 3.0 TDI quattro S tronic (C7),180.0,Audi,54850,,,,23250,20200,18000,16100
495,A6 allroad 3.0 TDI quattro S tronic (C7),200.0,Audi,61350,36150,32000,28550,25650,,,
496,A6 Avant 3.0 TDI quattro S tronic (C7),200.0,Audi,58050,32850,29950,27700,24600,,,
497,A6 allroad 3.0 TDI quattro tiptronic (C7),230.0,Audi,62950,,,,26500,23550,21050,
498,A6 Avant 3.0 TDI quattro tiptronic (C7),230.0,Audi,59600,,,,24050,21400,19750,17750
499,A6 allroad 3.0 TDI quattro tiptronic (C7),235.0,Audi,66750,38050,34200,31000,27550,,,
500,A6 Avant 3.0 TDI quattro tiptronic (C7),235.0,Audi,63450,36750,33150,29600,26050,,,
501,A6 Avant 3.0 TDI competition quattro tiptronic (C7),240.0,Audi,71450,42500,38700,34950,30600,,,
502,RS6 cod Avant tiptronic (C7),412.0,Audi,107900,,,,51500,46050,,
503,RS6 cod Avant tiptronic (C7),412.0,Audi,112000,72500,65850,58200,52500,,,
504,RS6 performance cod Avant tiptronic (C7),445.0,Audi,118000,77550,70800,63400,,,,
505,S6 cod S tronic (C7),309.0,Audi,73850,,,,33550,30700,28100,
506,S6 cod S tronic (C7),331.0,Audi,77650,45900,41850,38550,35400,,,
507,S6 cod Avant S tronic (C7),309.0,Audi,76200,,,,34750,31650,29000,
508,S6 cod Avant S tronic (C7),331.0,Audi,80150,47550,43350,39950,36750,,,
509,A7 Sportback 2.8 FSI multitronic (4G),150.0,Audi,50150,,,,23450,20400,17600,15050
510,A7 Sportback 2.8 FSI quattro S tronic (4G),150.0,Audi,52900,,,,24200,20950,18050,15800
511,A7 Sportback 2.0 TFSI S tronic (4G),185.0,Audi,52650,,30750,28300,25250,,,
512,A7 Sportback 3.0 TFSI quattro S tronic (4G),220.0,Audi,58600,,,,,,20050,17750
