2011,2012,2013,2014,2015,2016,2017,2018,kw,mark,model
,,,,,28950,31150,46113,160,Mercedes,CLA 250 Sport Shooting Brake 4MATIC 7G-DCT (117)
,,,,16950,18150,32011,,80,Mercedes,CLA 180 d Shooting Brake
,,,,,17500,19200,32130,80,Mercedes,"(117)"""
,,,,,17700,19450,32558,80,Mercedes,CLA 180 d Shooting Brake
,,,,18850,19450,34540,,100,Mercedes,CLA 200 d Shooting Brake
,,,,21000,21600,38919,,100,Mercedes,CLA 200 d Shooting Brake 4MATIC 7G-DCT (117)
,,,,,19150,21050,38086,100,Mercedes,CLA 200 d Shooting Brake
,,,,,21300,23400,40287,100,Mercedes,CLA 200 d Shooting Brake 4MATIC 7G-DCT (117)
,,,,22000,23450,41275,,130,Mercedes,CLA 220 d Shooting Brake 4MATIC 7G-DCT (117)
,,,,21100,22500,39074,,130,Mercedes,CLA 220 d Shooting Brake 7G-DCT (117)
,,,,,23150,25900,41727,130,Mercedes,CLA 220 d Shooting Brake 4MATIC 7G-DCT (117)
,,,,,22200,24850,39526,130,Mercedes,CLA 220 d Shooting Brake 7G-DCT (117)
,,16050,16850,17450,18100,29215,,90,Mercedes,CLA 180 (117)
,,16050,16900,17450,18100,29215,,90,Mercedes,CLA 180 BlueEFFICIENCY Edition (117)
,,,,,18350,19200,29679,90,Mercedes,CLA 180 (117)
,,,,,18350,19200,29679,90,Mercedes,CLA 180 BlueEFFICIENCY Edition (117)
,,17200,18000,18750,19600,32130,,115,Mercedes,CLA 200 (117)
,,,,,19900,21200,32677,115,Mercedes,CLA 200 (117)
,,,,,23300,25300,37235,135,Mercedes,CLA 220 4MATIC 7G-DCT (117)
,,20400,21450,20950,22300,36985,,155,Mercedes,CLA 250 (117)
,,21250,22250,23100,24600,41364,,155,Mercedes,CLA 250 4MATIC 7G-DCT (117)
,,23500,24600,25450,44982,,,155,Mercedes,CLA 250 Sport 4MATIC 7G-DCT (117)
,,22650,23750,24550,42781,,,155,Mercedes,CLA 250 Sport 7G-DCT (117)
,,,,,22800,24750,37533,155,Mercedes,CLA 250 (117)
,,,,,25150,27350,41817,155,Mercedes,CLA 250 4MATIC 7G-DCT (117)
,,,,24350,25900,40686,,160,Mercedes,CLA 250 Sport (117)
,,,,26600,28300,45065,,160,Mercedes,CLA 250 Sport 4MATIC 7G-DCT (117)
,,15250,16250,31416,,,,80,Mercedes,CLA 180 CDI (117)
,,,,16950,18100,31416,,80,Mercedes,CLA 180 d (117)
,,,,,17650,19750,31963,80,Mercedes,CLA 180 d (117)
,,,,,17650,19750,31535,80,Mercedes,CLA 180 d BlueEFFICIENCY Edition (117)
,,16800,17900,33945,,,,100,Mercedes,CLA 200 CDI (117)
,,,,18850,19400,33945,,100,Mercedes,CLA 200 d (117)
,,,,21000,21600,38324,,100,Mercedes,CLA 200 d 4MATIC 7G-DCT (117)
,,,,,19500,21400,37490,100,Mercedes,CLA 200 d (117)
,,,21550,40668,,,,125,Mercedes,CLA 220 CDI 4MATIC 7G-DCT (117)
,,19350,20700,38467,,,,125,Mercedes,CLA 220 CDI 7G-DCT (117)
,,,,22050,23500,40680,,130,Mercedes,CLA 220 d 4MATIC 7G-DCT (117)
,,,,21150,22500,38479,,130,Mercedes,CLA 220 d 7G-DCT (117)
,,,,32000,57269,,,265,Mercedes,"DCT 7G-TRONIC (117) AMG"""
,,,,32650,34800,57269,,280,Mercedes,"DCT 7G-TRONIC (117) AMG"""
,,,,,34150,38250,57804,280,Mercedes,"DCT 7G-TRONIC (117) AMG"""
,,28600,30050,31150,56674,,,265,Mercedes,"(117) AMG"""
,,,,31750,33900,56674,,280,Mercedes,"(117) AMG"""
,,,,,34250,37250,57209,280,Mercedes,"(117) AMG"""
33650,37300,42900,48600,125724,,,,320,Mercedes,CL 500 4MATIC 7G-TRONIC PLUS (216)
32250,35800,41100,46600,120607,,,,320,Mercedes,CL 500 7G-TRONIC PLUS (216)
41750,46300,52150,59100,163149,,,,400,Mercedes,"AMG"""
,,,30150,33100,37050,40200,67949,245,Mercedes,"(218)"""
,,,28950,31750,35550,38600,65212,245,Mercedes,CLS 400 Shooting Brake 7G-TRONIC PLUS (218)
,,,36450,40550,45450,49300,85978,300,Mercedes,"(218)"""
,,,35250,39300,44000,47750,83241,300,Mercedes,CLS 500 Shooting Brake 9G-TRONIC (218)
,,,22350,25400,56406,,,125,Mercedes,CLS 220 BlueTEC Shooting Brake 9G-TRONIC (218)
,,,,25400,28400,30750,56585,125,Mercedes,CLS 220 d Shooting Brake 9G-TRONIC (218)
,,,23350,26200,58786,,,150,Mercedes,"TRONIC PLUS (218)"""
,,,24450,27450,61523,,,150,Mercedes,CLS 250 BlueTEC Shooting Brake 9G-TRONIC (218)
,,,,27450,30450,32950,61702,150,Mercedes,"(218)"""
,,,,26200,29050,31500,58965,150,Mercedes,CLS 250 d Shooting Brake 9G-TRONIC (218)
,,,27650,30400,66521,,,185,Mercedes,"TRONIC PLUS (218)"""
,,,25750,29150,63784,,,190,Mercedes,CLS 350 BlueTEC Shooting Brake 9G-TRONIC (218)
,,,,30400,33700,36850,66700,190,Mercedes,CLS 350 d Shooting Brake 4MATIC 9G-TRONIC (218)
,,,,29150,32300,35350,63963,190,Mercedes,CLS 350 d Shooting Brake 9G-TRONIC (218)
,,,28500,31300,34300,37600,66164,245,Mercedes,CLS 400 Coupé 4MATIC 7G-TRONIC PLUS (218)
,,,27300,30000,32900,36050,63427,245,Mercedes,CLS 400 Coupé 7G-TRONIC PLUS (218)
,,,35650,39200,42900,46600,84788,300,Mercedes,CLS 500 Coupé 4MATIC 7G-TRONIC PLUS (218)
,,,34500,37900,41500,45100,82051,300,Mercedes,CLS 500 Coupé 9G-TRONIC (218)
,,,21500,24350,54502,,,125,Mercedes,CLS 220 BlueTEC Coupé 9G-TRONIC (218)
,,,,24350,27000,29250,54800,125,Mercedes,CLS 220 d Coupé 9G-TRONIC (218)
,,,23250,26400,59619,,,150,Mercedes,"(218)"""
,,,22200,25150,56882,,,150,Mercedes,CLS 250 BlueTEC Coupé 9G-TRONIC (218)
,,,,26400,28950,31400,59917,150,Mercedes,CLS 250 d Coupé 4MATIC 7G-TRONIC PLUS (218)
,,,,25150,27650,30000,57180,150,Mercedes,CLS 250 d Coupé 9G-TRONIC (218)
,,,26400,29550,64617,,,185,Mercedes,"(218)"""
,,,25250,28450,61880,,,190,Mercedes,CLS 350 BlueTEC Coupé 9G-TRONIC (218)
,,,,29700,33050,35900,64915,190,Mercedes,CLS 350 d Coupé 4MATIC 9G-TRONIC (218)
,,,,28450,31650,34350,62178,190,Mercedes,CLS 350 d Coupé 9G-TRONIC (218)
,,,,53700,59550,65300,122630,410,Mercedes,"MCT (218) AMG"""
,,,,58500,64850,71150,133578,430,Mercedes,"MCT (218) AMG"""
,,,47600,52350,120547,,,410,Mercedes,"(218) AMG"""
,,,46050,50650,116620,,,410,Mercedes,CLS 63 AMG Coupé SPEEDSHIFT MCT (218) AMG
,,,,57100,63300,69200,131793,430,Mercedes,"(218) AMG"""
,21150,24000,26800,66819,,,,225,Mercedes,CLS 350 Shooting Brake 7G-TRONIC PLUS (218)
,26300,29900,33400,82229,,,,300,Mercedes,CLS 500 Shooting Brake 7G-TRONIC PLUS (218)
,17950,20700,23500,61761,,,,150,Mercedes,CLS 250 CDI Shooting Brake 7G-TRONIC PLUS (218)
,19300,22250,25300,65629,,,,195,Mercedes,CLS 350 CDI Shooting Brake 7G-TRONIC PLUS (218)
18300,20300,23400,26300,64915,,,,225,Mercedes,CLS 350 Coupé 7G-TRONIC PLUS (218)
24800,27850,31700,85799,,,,,300,Mercedes,CLS 500 Coupé 7G-TRONIC PLUS (218)
16050,17550,19800,22600,59857,,,,150,Mercedes,CLS 250 CDI Coupé 7G-TRONIC PLUS (218)
,,23150,25250,65153,,,,185,Mercedes,CLS 350 BlueTEC Coupé 7G-TRONIC PLUS (218)
17250,18900,21550,24100,63725,,,,195,Mercedes,CLS 350 CDI Coupé 7G-TRONIC PLUS (218)
,35300,40850,117513,,,,,386,Mercedes,"(218) AMG"""
,,42500,47450,122035,,,,410,Mercedes,"MCT (218) AMG"""
,,46300,51750,132983,,,,430,Mercedes,"MCT (218) AMG"""
31650,35150,40000,116204,,,,,386,Mercedes,CLS 63 AMG Coupé SPEEDSHIFT MCT (218) AMG
,,42700,46700,120131,,,,410,Mercedes,"(218) AMG"""
,,46550,50950,131079,,,,430,Mercedes,"(218) AMG"""
13050,14500,15850,41442,,,,,135,Mercedes,E 200 BlueEFFICIENCY Coupé Avantgarde (207)
,,18700,20200,21650,23400,25100,43554,135,Mercedes,E 200 Coupé (207)
14550,16100,17450,46142,,,,,150,Mercedes,"TRONIC PLUS (207)"""
,,20050,21750,23400,25150,27000,48255,155,Mercedes,E 250 Coupé 7G-TRONIC PLUS (207)
16400,18350,19750,50694,,,,,185,Mercedes,"TRONIC PLUS (207)"""
,,22200,23850,51676,,,,185,Mercedes,E 300 Coupé 7G-TRONIC PLUS (207)
,,,24750,27400,29300,31400,52717,200,Mercedes,E 320 Coupé 7G-TRONIC PLUS (207)
17150,19150,20750,53342,,,,,225,Mercedes,"TRONIC PLUS (207)"""
,,22950,24500,54324,,,,225,Mercedes,E 350 Coupé 7G-TRONIC PLUS (207)
,,24100,26050,56347,,,,245,Mercedes,E 400 Coupé 7G-TRONIC PLUS (207)
,,,26200,28600,30750,33000,57358,245,Mercedes,E 400 Coupé 7G-TRONIC PLUS (207)
20900,23300,25150,70061,,,,,300,Mercedes,"TRONIC (207)"""
,,28650,31300,71043,,,,300,Mercedes,E 500 Coupé 7G-TRONIC PLUS (207)
12650,14000,14950,43762,,,,,125,Mercedes,E 220 CDI BlueEFFICIENCY Coupé Avantgarde (207)
,,,19150,20950,45399,,,125,Mercedes,E 220 BlueTEC Coupé (207)
,,16650,18550,44506,,,,125,Mercedes,E 220 CDI Coupé (207)
,,,,20950,23000,24700,45756,125,Mercedes,E 220 d Coupé (207)
13100,14850,16100,46202,,,,,150,Mercedes,E 250 CDI BlueEFFICIENCY Coupé Avantgarde (207)
,,,20400,22900,48076,,,150,Mercedes,E 250 BlueTEC Coupé (207)
,,17950,19850,47184,,,,150,Mercedes,E 250 CDI Coupé (207)
,,,,22900,24900,26700,48433,150,Mercedes,E 250 d Coupé (207)
,,20900,23350,53550,,,,185,Mercedes,E 350 BlueTEC Coupé 7G-TRONIC PLUS (207)
,,,23650,25250,53848,,,190,Mercedes,E 350 BlueTEC Coupé 9G-TRONIC (207)
,,,,25250,27050,29000,54205,190,Mercedes,E 350 d Coupé 9G-TRONIC (207)
15500,17000,19250,51140,,,,,195,Mercedes,"TRONIC PLUS (207)"""
15100,16900,18300,46380,,,,,135,Mercedes,E 200 BlueEFFICIENCY Cabriolet Avantgarde (207)
,,20600,22100,23950,25600,27500,48493,135,Mercedes,E 200 Cabriolet (207)
16100,18150,20000,50664,,,,,150,Mercedes,"TRONIC PLUS (207)"""
,,22550,24050,26900,28900,30950,52777,155,Mercedes,E 250 Cabriolet 7G-TRONIC PLUS (207)
18100,20350,21850,55216,,,,,185,Mercedes,"TRONIC PLUS (207)"""
,,24000,26350,56198,,,,185,Mercedes,E 300 Cabriolet 7G-TRONIC PLUS (207)
18200,20600,22050,57864,,,,,225,Mercedes,"TRONIC PLUS (207)"""
,,24900,27100,58846,,,,225,Mercedes,E 350 Cabriolet 7G-TRONIC PLUS (207)
,,26400,28500,60869,,,,245,Mercedes,E 400 Cabriolet 7G-TRONIC PLUS (207)
,,,28800,31400,33750,36200,61880,245,Mercedes,E 400 Cabriolet 7G-TRONIC PLUS (207)
23000,25950,28650,74583,,,,,300,Mercedes,"TRONIC (207)"""
,,32050,35100,75565,,,,300,Mercedes,E 500 Cabriolet 7G-TRONIC (207)
14400,15800,17600,48284,,,,,125,Mercedes,"(207)"""
,,,21650,23800,49921,,,125,Mercedes,E 220 BlueTEC Cabriolet (207)
,,19250,21000,49028,,,,125,Mercedes,E 220 CDI Cabriolet (207)
,,,,23800,25550,27650,50278,125,Mercedes,E 220 d Cabriolet (207)
14850,16650,18400,50724,,,,,150,Mercedes,"(207)"""
,,,22200,24800,52598,,,150,Mercedes,E 250 BlueTEC Cabriolet (207)
,,20000,21650,51706,,,,150,Mercedes,E 250 CDI Cabriolet (207)
,,,,24800,26950,28900,52955,150,Mercedes,E 250 d Cabriolet (207)
,,22750,25650,58429,,,,185,Mercedes,E 350 BlueTEC Cabriolet 7G-TRONIC PLUS (207)
,,,26100,28050,58727,,,190,Mercedes,E 350 BlueTEC Cabriolet 9G-TRONIC (207)
16700,19000,20850,56019,,,,,195,Mercedes,"TRONIC PLUS (207)"""
11350,12800,13850,40787,,,,,135,Mercedes,E 200 BlueEFFICIENCY (212)
,,16200,18400,20050,21500,42424,,135,Mercedes,E 200 (212)
12950,14650,16100,45845,,,,,150,Mercedes,E 250 BlueEFFICIENCY Automatik (212)
,,18300,20150,22100,24300,47481,,155,Mercedes,E 250 7G-TRONIC PLUS (212)
14850,16700,19050,53312,,,,,185,Mercedes,"(212)"""
14250,16050,50575,,,,,,185,Mercedes,E 300 BlueEFFICIENCY 7G-TRONIC PLUS (212)
,,21050,23450,54205,,,,185,Mercedes,E 300 4MATIC 7G-TRONIC PLUS (212)
,,20000,22300,51468,,,,185,Mercedes,E 300 7G-TRONIC PLUS (212)
,16700,18500,20000,56079,,,,225,Mercedes,E 350 BlueEFFICIENCY 4MATIC 7G-TRONIC PLUS
,16000,17750,19200,53342,,,,225,Mercedes,E 350 BlueEFFICIENCY 7G-TRONIC PLUS (212)
,,,21550,24050,56971,,,225,Mercedes,E 350 4MATIC 7G-TRONIC PLUS (212)
,,,20750,23200,54234,,,225,Mercedes,E 350 7G-TRONIC PLUS (212)
,,,23700,26800,58994,,,245,Mercedes,E 400 4MATIC 7G-TRONIC PLUS (212)
,,,,26400,29800,32600,59619,245,Mercedes,E 400 4MATIC 7G-TRONIC PLUS (212)
,,,21900,24750,56257,,,245,Mercedes,E 400 7G-TRONIC PLUS (212)
,,,,24500,27600,30250,56882,245,Mercedes,E 400 7G-TRONIC PLUS (212)
,21600,24200,26400,73750,,,,300,Mercedes,"TRONIC PLUS (212)"""
,19450,21800,25000,71013,,,,300,Mercedes,"(212)"""
,,,28350,32050,73631,,,300,Mercedes,E 500 Elegance 4MATIC 7G-TRONIC PLUS (212)
,,,26950,30300,70894,,,300,Mercedes,E 500 Elegance 7G-TRONIC PLUS (212)
,9475,10600,11550,40014,,,,100,Mercedes,E 200 CDI BlueEFFICIENCY (212)
,,,,14950,16900,18550,41412,100,Mercedes,E 200 BlueTEC (212)
,,,13000,14700,40668,,,100,Mercedes,E 200 CDI (212)
,10100,11050,11900,42870,,,,125,Mercedes,E 220 CDI BlueEFFICIENCY (212)
,,13050,14100,42870,,,,125,Mercedes,E 220 CDI BlueEFFICIENCY Edition (212)
,,,,16150,18850,20400,44387,125,Mercedes,E 220 BlueTEC (212)
,,,,,22000,23900,49683,125,Mercedes,E 220 BlueTEC 4MATIC 7G-TRONIC (212)
,,,14600,16200,18950,20500,46333,125,Mercedes,E 220 BlueTEC BlueEFFICIENCY Edition (212)
,,,13900,15700,43524,,,125,Mercedes,E 220 CDI (212)
,,,13850,43286,,,,125,Mercedes,E 220 CDI Edition (212)
,11000,11800,13200,45666,,,,150,Mercedes,E 250 CDI BlueEFFICIENCY (212)
,13050,14000,15650,50902,,,,150,Mercedes,E 250 CDI BlueEFFICIENCY 4MATIC 7G-TRONIC (212) 4
,,,,17200,19350,21550,47422,150,Mercedes,E 250 BlueTEC (212)
,,,,19150,21550,23950,52658,150,Mercedes,E 250 BlueTEC 4MATIC 7G-TRONIC PLUS (212)
,,,14850,17000,46559,,,150,Mercedes,E 250 CDI (212)
,,,16700,19150,51795,,,150,Mercedes,E 250 CDI 4MATIC 7G-TRONIC PLUS (212)
,14400,15950,17650,53996,,,,155,Mercedes,E 350 BlueTEC 7G-TRONIC PLUS (212)
,,,17450,19150,21550,24100,52479,170,Mercedes,E 300 BlueTEC 7G-TRONIC PLUS (212)
,,,19500,21700,57685,,,185,Mercedes,E 350 BlueTEC 4MATIC 7G-TRONIC PLUS (212)
,,,18750,20850,54948,,,185,Mercedes,E 350 BlueTEC 7G-TRONIC PLUS (212)
,,,,22850,25650,28800,61166,190,Mercedes,E 350 BlueTEC 4MATIC 7G-TRONIC PLUS (212)
,,,,20950,23200,26050,55216,190,Mercedes,E 350 BlueTEC 9G-TRONIC (212)
,14550,16100,17800,55365,,,,195,Mercedes,"PLUS (212)"""
,13750,15250,16800,52628,,,,195,Mercedes,E 350 CDI BlueEFFICIENCY 7G-TRONIC PLUS (212)
,,,18400,20800,22600,25550,48314,115,Mercedes,E 200 Natural Gas Drive 7G-TRONIC PLUS (212)
,12900,14550,16550,46916,,,,120,Mercedes,E 200 NGT BlueEFFICIENCY Automatik (212)
,,15400,17300,51795,,,,170,Mercedes,E 300 BlueTEC HYBRID 7G-TRONIC PLUS (212)
,,,17700,19700,21450,52687,,170,Mercedes,E 300 BlueTEC HYBRID 7G-TRONIC PLUS (212)
,12350,14000,15150,44000,,,,135,Mercedes,E 200 BlueEFFICIENCY T-Modell (212)
,,,17900,20350,21950,23600,45637,135,Mercedes,E 200 T-Modell (212)
,14000,15800,17350,49058,,,,150,Mercedes,"(212)"""
,,,19850,21850,23950,26300,50694,155,Mercedes,E 250 T-Modell 7G-TRONIC PLUS (212)
,15950,18150,20700,56525,,,,185,Mercedes,"PLUS (212)"""
,15300,17350,19800,53788,,,,185,Mercedes,E 300 BlueEFFICIENCY T-Modell 7G-TRONIC PLUS
,,,22350,24850,57418,,,185,Mercedes,E 300 T-Modell 4MATIC 7G-TRONIC PLUS (212)
,,,21250,23650,54681,,,185,Mercedes,E 300 T-Modell 7G-TRONIC PLUS (212)
,17550,19500,21300,59292,,,,225,Mercedes,"PLUS (212)"""
,16950,18800,20550,56555,,,,225,Mercedes,"(212)"""
,,,22700,25100,60184,,,225,Mercedes,E 350 T-Modell 4MATIC 7G-TRONIC PLUS (212)
,,,21800,24250,57447,,,225,Mercedes,E 350 T-Modell 7G-TRONIC PLUS (212)
,,,25450,28750,62207,,,245,Mercedes,E 400 T-Modell 4MATIC 7G-TRONIC PLUS (212)
,,,,28300,31850,34750,62832,245,Mercedes,E 400 T-Modell 4MATIC 7G-TRONIC PLUS (212)
,,,23400,26450,59470,,,245,Mercedes,E 400 T-Modell 7G-TRONIC PLUS (212)
,,,,26300,29600,32300,60095,245,Mercedes,E 400 T-Modell 7G-TRONIC PLUS (212)
,22400,25300,27650,76368,,,,300,Mercedes,"7G-TRONIC PLUS (212)"""
,20300,22750,26050,73631,,,,300,Mercedes,"TRONIC PLUS (212)"""
,,,29600,33400,76249,,,300,Mercedes,"(212)"""
,,,28150,31950,73512,,,300,Mercedes,E 500 T-Modell Elegance 7G-TRONIC PLUS (212)
,10550,11900,12950,43227,,,,100,Mercedes,E 200 CDI BlueEFFICIENCY T-Modell
,,,,16300,18450,20200,44625,100,Mercedes,E 200 BlueTEC T-Modell (212)
,,,14350,16050,43881,,,100,Mercedes,E 200 CDI T-Modell (212)
,11100,12250,13200,46083,,,,125,Mercedes,E 220 CDI BlueEFFICIENCY T-Modell
,,,,18400,20900,23150,50159,125,Mercedes,"TRONIC (212)"""
,,,,17400,19750,21900,47600,125,Mercedes,E 220 BlueTEC T-Modell (212)
,,,,,22850,25300,52896,125,Mercedes,E 220 BlueTEC T-Modell 4MATIC 7G-TRONIC (212)
,,,15100,16900,46737,,,125,Mercedes,E 220 CDI T-Modell (212)
,11800,12750,14300,48879,,,,150,Mercedes,E 250 CDI BlueEFFICIENCY T-Modell
,14200,15350,17150,54115,,,,150,Mercedes,"TRONIC (212)"""
,,,,18550,20600,22950,50635,150,Mercedes,E 250 BlueTEC T-Modell (212)
,,,,20750,23050,25650,55871,150,Mercedes,"(212)"""
,,,16100,18150,49772,,,150,Mercedes,E 250 CDI T-Modell (212)
,,,17950,20500,55008,,,150,Mercedes,E 250 CDI T-Modell 4MATIC 7G-TRONIC PLUS (212)
,15150,16950,18700,57209,,,,155,Mercedes,E 350 BlueTEC T-Modell 7G-TRONIC PLUS (212)
,,,18600,20450,23000,25750,55692,170,Mercedes,E 300 BlueTEC T-Modell 7G-TRONIC PLUS (212)
,,,20700,23000,60898,,,185,Mercedes,"(212)"""
,,,19800,22000,58161,,,185,Mercedes,E 350 BlueTEC T-Modell 7G-TRONIC PLUS (212)
,,,,22150,24800,27850,58429,190,Mercedes,E 350 BlueTEC T-Modell 9G-TRONIC (212)
,15500,17300,19100,58578,,,,195,Mercedes,"TRONIC PLUS (212)"""
,14650,16400,18100,55841,,,,195,Mercedes,"PLUS (212)"""
,,16450,18550,55008,,,,170,Mercedes,"(212)"""
,,,18800,20900,22750,55900,,170,Mercedes,"(212)"""
,29550,32350,105791,,,,,386,Mercedes,E 63 AMG SPEEDSHIFT MCT 7G-TRONIC (212) AMG
,,40050,43750,47000,52650,107636,,410,Mercedes,E 63 AMG 4MATIC SPEEDSHIFT MCT 7G-TRONIC
,,43750,47300,51450,57650,119060,,430,Mercedes,"(212) AMG"""
,30250,33150,108409,,,,,386,Mercedes,"(212) AMG"""
,,41050,44850,48150,53900,110254,,410,Mercedes,"TRONIC (212) AMG"""
,,44700,48350,52600,58900,121678,,430,Mercedes,"TRONIC (212) AMG"""
,,,,,23350,25200,43019,135,Mercedes,E 200 (213)
,,,,,26250,28300,48314,135,Mercedes,E 200 4MATIC 9G-TRONIC (213)
,,,,,27300,29350,48136,155,Mercedes,E 250 9G-TRONIC (213)
,,,,,30050,32400,52896,180,Mercedes,E 300 9G-TRONIC (213)
,,,,,36250,39200,62963,245,Mercedes,E 400 4MATIC 9G-TRONIC (213)
,,,,,22600,24300,44566,110,Mercedes,E 200 d 9G-TRONIC (213)
,,,,,26300,28500,50075,143,Mercedes,E 220 d 4MATIC 9G-TRONIC (213)
,,,,,24550,26600,47338,143,Mercedes,E 220 d 9G-TRONIC (213)
,,,,,,31950,58613,190,Mercedes,E 350 d 4MATIC 9G-TRONIC (213)
,,,,,27850,29950,55876,190,Mercedes,E 350 d 9G-TRONIC (213)
,,,,,33100,37900,59441,210,Mercedes,E 350 e 9G-TRONIC (213)
,,,,,,29750,51640,135,Mercedes,E 200 T-Modell 4MATIC 9G-TRONIC (213)
,,,,,26100,28150,48903,135,Mercedes,E 200 T-Modell 9G-TRONIC (213)
,,,,,28450,30600,50926,155,Mercedes,E 250 T-Modell 9G-TRONIC (213)
,,,,,38250,41200,65753,245,Mercedes,E 400 T-Modell 4MATIC 9G-TRONIC (213)
,,,,,23850,25650,47951,110,Mercedes,E 200 d T-Modell 9G-TRONIC (213)
,,,,,,36450,58102,143,Mercedes,E 220 d All-Terrain 4MATIC 9G-TRONIC (213)
,,,,,,29900,53461,143,Mercedes,E 220 d T-Modell 4MATIC 9G-TRONIC (213)
,,,,,25750,28000,50724,143,Mercedes,E 220 d T-Modell 9G-TRONIC (213)
,,,,,,41700,65450,190,Mercedes,E 350 d All-Terrain 4MATIC 9G-TRONIC (213)
,,,,,,34200,61404,190,Mercedes,E 350 d T-Modell 4MATIC 9G-TRONIC (213)
,,,,,29900,32150,58667,190,Mercedes,E 350 d T-Modell 9G-TRONIC (213)
,,,,,44200,47600,75387,295,Mercedes,E 43 AMG 4MATIC 9G-TRONIC (213) AMG
,,,,,,72800,110111,420,Mercedes,E 63 AMG 4MATIC+ SPEEDSHIFT MCT (213) AMG
,,,,,,80950,122427,450,Mercedes,E 63 AMG S 4MATIC+ SPEEDSHIFT MCT (213) AMG
,,,,,46250,49750,78177,295,Mercedes,E 43 AMG T-Modell 4MATIC 9G-TRONIC (213) AMG
,,,,,,75750,112907,420,Mercedes,"(213) AMG"""
,,,,,,84000,125224,450,Mercedes,"(213) AMG"""
,,,,,,34800,51670,135,Mercedes,E 200 Coupé Avantgarde 4MATIC 9G-TRONIC (238)
,,,,,28600,31200,48933,135,Mercedes,E 200 Coupé Avantgarde 9G-TRONIC (238)
,,,,,32200,36250,54740,180,Mercedes,E 300 Coupé Avantgarde 9G-TRONIC (238)
,,,,,,40400,59917,230,Mercedes,E 350 EQ Boost Coupé Avantgarde 9G-TRONIC (238)
,,,,,38550,42650,64807,245,Mercedes,E 400 Coupé Avantgarde 4MATIC 9G-TRONIC (238)
,,,,,,35700,53312,143,Mercedes,E 220 d Coupé Avantgarde 4MATIC 9G-TRONIC (238)
,,,,,30350,33850,50575,143,Mercedes,E 220 d Coupé Avantgarde 9G-TRONIC (238)
,,,,,,40200,61493,190,Mercedes,E 350 d Coupé Avantgarde 4MATIC 9G-TRONIC (238)
,,,,,,37100,57144,135,Mercedes,E 200 Cabriolet Avantgarde 4MATIC 9G-TRONIC (238)
,,,,,,35300,54407,135,Mercedes,E 200 Cabriolet Avantgarde 9G-TRONIC (238)
,,,,,,40150,60214,180,Mercedes,E 300 Cabriolet Avantgarde 9G-TRONIC (238)
,,,,,,44550,65391,230,Mercedes,E 350 EQ Boost Cabriolet Avantgarde 9G-TRONIC
,,,,,,48500,70281,245,Mercedes,E 400 Cabriolet Avantgarde 4MATIC 9G-TRONIC (238)
,,,,,,38300,58786,143,Mercedes,"(238)"""
,,,,,,36500,56049,143,Mercedes,E 220 d Cabriolet Avantgarde 9G-TRONIC (238)
,,,,,,45050,66967,190,Mercedes,"(238)"""
39300,43000,46700,66759,,,,,135,Mercedes,"lang (461)"""
,64250,75250,100900,,,,,285,Mercedes,G 500 Cabriolet 7G-TRONIC PLUS (463)
48250,52800,84597,,,,,,155,Mercedes,G 350 BlueTEC Cabriolet 7G-TRONIC (463)
,45800,52550,59250,64300,102060,,,285,Mercedes,G 500 Station-Wagen 7G-TRONIC (463)
,,,,64950,70450,78450,106701,310,Mercedes,G 500 7G-TRONIC PLUS (463)
34900,37850,83645,,,,,,155,Mercedes,G 350 BlueTEC Station-Wagen 7G-TRONIC lang (463)
,38800,42700,46850,51800,87066,,,155,Mercedes,G 350 BlueTEC Station-Wagen 7G-TRONIC (463)
,,,,52750,57500,64250,91410,180,Mercedes,G 350 d 7G-TRONIC PLUS (463)
,,,,138450,154600,172300,231693,310,Mercedes,G 500 4x42 7G-TRONIC PLUS (463) 4x42
,62600,69650,77850,84800,139766,,,400,Mercedes,"TRONIC (463) AMG"""
,,,,85950,94200,107900,145359,420,Mercedes,"AMG"""
,101700,117900,137750,158700,268345,,,450,Mercedes,"TRONIC (463) AMG"""
,,,,163300,185600,208650,275723,463,Mercedes,"AMG"""
,,,,15150,16800,18850,27787,90,Mercedes,GLA 180
,,,,,,19800,28941,90,Mercedes,GLA 180
,,14500,16250,17800,18200,20400,29750,115,Mercedes,GLA 200
,,,,,,21250,30821,115,Mercedes,GLA 200
,,,,,,26000,37146,135,Mercedes,GLA 220 4MATIC 7G-DCT (156)
,,16650,18650,19950,21850,23550,33594,155,Mercedes,GLA 250
,,17600,19750,22500,24650,26650,37985,155,Mercedes,GLA 250 4MATIC 7G-DCT (156)
,,,,,,24150,34665,155,Mercedes,GLA 250
,,,,,,27200,38961,155,Mercedes,GLA 250 4MATIC 7G-DCT (156)
,,,14550,16550,30732,,,80,Mercedes,GLA 180 CDI (156)
,,,,,19450,21100,33737,80,Mercedes,GLA 180 d SCORE! (156)
,,,,,,20150,31952,80,Mercedes,GLA 180 d (156)
,,13600,15250,17400,32428,,,100,Mercedes,GLA 200 CDI (156)
,,15500,17350,19750,36807,,,100,Mercedes,GLA 200 CDI 4MATIC 7G-DCT (156)
,,,,,19650,22250,35432,100,Mercedes,GLA 200 d SCORE! (156)
,,,,,21950,24850,39823,100,Mercedes,GLA 200 d SCORE! 4MATIC 7G-DCT (156)
