,model,kw,mark,new,2018,2017,2016,2015,2014,2013,2012
2097,EcoSport 1.0 EcoBoost Trend (JK8),92,Ford,18590,12150,11100,,,,,
2098,EcoSport 1.0 EcoBoost Titanium (JK8),103,Ford,21940,,12800,11800,,,,
2099,EcoSport 1.0 EcoBoost Titanium (JK8),103,Ford,22990,15350,13700,,,,,
2100,EcoSport 1.5 TDCi Trend (JK8),66,Ford,19990,,,,8700,7625,,
2101,EcoSport 1.5 TDCi Trend (JK8),70,Ford,20640,,11600,10350,8800,,,
2102,EcoSport 1.5 EcoBlue Trend (JK8),74,Ford,21090,13800,12700,,,,,
2103,EcoSport 1.5 EcoBlue Trend Allrad (JK8),92,Ford,24340,16100,14400,,,,,
2104,Edge 2.0 TDCi Start/Stopp Trend 4x4 (SBF),132,Ford,41900,23950,22050,20750,18300,,,
2105,Edge 2.0 EcoBlue Trend 4x4 (SBF),140,Ford,42900,26350,,,,,,
2106,Edge 2.0 TDCi Bi-Turbo Start/Stopp Titanium 4x4,154,Ford,49500,29250,26950,24450,21700,,,
2107,Edge 2.0 EcoBlue Bi-Turbo Titanium 4x4 Automatik,175,Ford,51700,32700,,,,,,
2108,Fiesta 1.25 Ambiente (VII),44,Ford,10950,,,,5350,4775,4350,3825
2109,Fiesta 1.0 Ambiente (VII),48,Ford,12220,,,,,,4600,4100
2110,Fiesta 1.0 Start/Stopp Ambiente (VII),48,Ford,12620,,,,6350,5375,4675,4175
2111,Fiesta 1.0 Start/Stopp Trend (VII),59,Ford,14000,,,,7050,5975,5200,4650
2112,Fiesta 1.0 Trend (VII),59,Ford,13800,,,,6950,5875,5125,4575
2113,Fiesta 1.25 Trend (VII),60,Ford,13600,,,,6600,5925,5375,4725
2114,Fiesta 1.0 EcoBoost Trend (VII),74,Ford,15100,,,,7400,6650,6000,5350
2115,Fiesta 1.6 Ti-VCT Trend Powershift (VII),77,Ford,17305,,,,,,6675,5950
2116,Fiesta 1.0 EcoBoost Start/Stopp Titanium (VII),92,Ford,18000,,,,8675,7825,7125,6350
2117,Fiesta 1.0 EcoBoost Start/Stopp Sport (VII),103,Ford,18900,,,,9175,8325,,
2118,Fiesta 1.5 TDCi Ambiente (VII),55,Ford,14365,,,,6100,5500,4925,4325
2119,Fiesta 1.5 TDCi Start/Stopp Ambiente (VII),55,Ford,14765,,7750,6850,6125,,,
2120,Fiesta 1.5 TDCi ECOnetic Trend (VII),70,Ford,17195,,8875,7925,7075,,,
2121,Fiesta 1.5 TDCi Trend (VII),70,Ford,16395,,8475,7550,6750,,,
2122,Fiesta 1.6 TDCi ECOnetic Trend (VII),70,Ford,16795,,,,6975,6300,5650,4975
2123,Fiesta 1.6 TDCi Trend (VII),70,Ford,15995,,,,6675,6000,5375,4725
2124,Fiesta 1.4 LPG Trend  (VII),68,Ford,16290,,,,7500,6850,6250,5650
2125,Fiesta ST  (VII) ST,134,Ford,20390,,,,10800,10000,9075,
2126,Fiesta ST200  (VII) ST,147,Ford,24840,,15600,13800,,,,
2127,Fiesta 1.1 Start/Stopp Trend (VIII),52,Ford,12950,9100,8125,,,,,
2128,Fiesta 1.1 Start/Stopp Trend (VIII),63,Ford,14000,9850,8800,,,,,
2129,Fiesta 1.0 EcoBoost Start/Stopp Trend (VIII),74,Ford,15100,10050,8975,,,,,
2130,Fiesta 1.0 EcoBoost Start/Stopp Titanium (VIII),92,Ford,20200,13800,12300,,,,,
2131,Fiesta 1.0 EcoBoost Start/Stopp ST-Line (VIII),103,Ford,20900,14250,12750,,,,,
2132,Fiesta 1.5 TDCi Start/Stopp Trend (VIII),63,Ford,15800,10250,9150,,,,,
2133,Fiesta 1.5 TDCi Start/Stopp Titanium (VIII),88,Ford,20800,13800,12300,,,,,
2134,Fiesta Active 1.0 EcoBoost Start/Stopp  (VIII) Active,63,Ford,17950,12500,,,,,,
2135,Fiesta Active 1.0 EcoBoost Start/Stopp  (VIII) Active,74,Ford,19150,12600,,,,,,
2136,Fiesta Active 1.0 EcoBoost Start/Stopp  (VIII) Active,92,Ford,20400,13900,,,,,,
2137,Fiesta Active 1.0 EcoBoost Start/Stopp  (VIII) Active,103,Ford,21150,14600,,,,,,
2138,Fiesta Active 1.5 TDCi  (VIII) Active,63,Ford,19850,12850,,,,,,
2139,Fiesta Active 1.5 TDCi Start/Stopp  (VIII) Active,88,Ford,21800,14600,,,,,,
2140,Fiesta ST 1.5 EcoBoost  (VIII) ST,147,Ford,22600,15300,,,,,,
2141,Focus 1.6 Ti-VCT Ambiente (III),63,Ford,16450,,,,,6650,6100,5625
2142,Focus 1.6 Ti-VCT Ambiente (III),63,Ford,16450,,9075,8125,7425,6925,,
2143,Focus 1.0 EcoBoost 99g Start/Stopp Trend (III),74,Ford,19870,,,,,8275,,
2144,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74,Ford,17550,,,,,7400,6800,6275
2145,Focus 1.0 EcoBoost 99g Start/Stopp Trend (III),74,Ford,20750,,11600,10350,9300,8650,,
2146,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74,Ford,17960,,10150,9075,8150,7675,,
2147,Focus 1.0 EcoBoost Start/Stopp Trend (III),92,Ford,20520,,,,,8450,7775,7400
2148,Focus 1.6 Ti-VCT Trend (III),92,Ford,21870,,,,,8475,7775,7200
2149,Focus 1.0 EcoBoost Start/Stopp Trend (III),92,Ford,21700,12500,11200,10300,9250,8650,,
2150,Focus 1.0 EcoBoost Start/Stopp ST-Line (III),103,Ford,24600,14800,13200,,,,,
2151,Focus 1.6 EcoBoost Start/Stopp Trend (III),110,Ford,21770,,,,,8725,7950,7650
2152,Focus 1.6 Flexifuel Trend  (III),110,Ford,22020,,,,,8875,,
2153,Focus 1.5 EcoBoost Start/Stopp Cool & Connect (III),110,Ford,24050,14800,13600,,,,,
2154,Focus 1.6 EcoBoost Start/Stopp Titanium (III),134,Ford,25120,,,,,10500,9650,8875
2155,Focus 1.5 EcoBoost Start/Stopp ST-Line (III),134,Ford,26750,16300,14550,13550,,,,
2156,Focus 1.6 TDCi Ambiente (III),70,Ford,19350,,,,,6500,5925,5350
2157,Focus 1.6 TDCi Start/Stopp Ambiente (III),70,Ford,19650,,,,,6650,6075,5475
2158,Focus 1.5 TDCi Start/Stopp Ambiente (III),70,Ford,20800,,,,8175,7325,,
2159,Focus 1.6 TDCi ECOnetic 88g Trend (III),77,Ford,23015,,,,,7250,6750,6075
2160,Focus 1.6 TDCi ECOnetic 99g Trend (III),77,Ford,24820,,,,,7825,7275,6575
2161,Focus 1.5 TDCi ECOnetic Trend (III),77,Ford,23700,11950,10650,9525,9000,8075,,
2162,Focus 1.6 TDCi Start/Stopp Trend (III),85,Ford,22520,,,,,8075,7375,6450
2163,Focus 1.6 TDCi Trend (III),85,Ford,22220,,,,,7900,7200,6325
2164,Focus 2.0 TDCi Trend Powershift (III),85,Ford,23970,,,,,8025,7250,6625
2165,Focus 1.5 TDCi Start/Stopp Trend (III),88,Ford,23950,12750,11400,10150,9625,8600,,
2166,Focus 2.0 TDCi Trend (III),103,Ford,23370,,,,,8025,7250,6425
2167,Focus 2.0 TDCi Start/Stopp Cool & Connect (III),110,Ford,26650,15400,13750,,,,,
2168,Focus 2.0 TDCi Titanium (III),120,Ford,26470,,,,,9175,8350,7500
2169,Focus Electric  (III),107,Ford,39990,,,,16850,15350,14000,
2170,Focus Electric  (III),107,Ford,34900,23100,20600,,,,,
2171,Focus 1.6 Ti-VCT LPG Trend  (III),86,Ford,23070,,,,,8725,8000,7250
2172,Focus 1.6 LPG Trend  (III),86,Ford,23650,,13400,11950,10850,9775,,
2173,Focus 1.6 Ti-VCT Ambiente (III),63,Ford,16950,,,,,6825,6250,5775
2174,Focus 1.6 Ti-VCT Ambiente (III),63,Ford,17360,,9500,8475,7600,7075,,
2175,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74,Ford,18050,,,,,7400,6775,6225
2176,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74,Ford,18460,,10300,9200,8275,7775,,
2177,Focus 1.0 EcoBoost Start/Stopp Trend (III),92,Ford,21020,,,,,8425,7750,7375
2178,Focus 1.6 Ti-VCT Trend (III),92,Ford,22370,,,,,8375,7700,7125
2179,Focus 1.0 EcoBoost Start/Stopp Trend (III),92,Ford,21900,,11250,10400,9350,8725,,
2180,Focus 1.6 EcoBoost Start/Stopp Trend (III),110,Ford,22270,,,,,8675,7900,7625
2181,Focus 1.6 Flexifuel Trend  (III),110,Ford,22520,,,,,8925,,
2182,Focus 1.5 EcoBoost Start/Stopp Business Edition (III),110,Ford,24500,,13850,12350,11200,10450,,
2183,Focus 1.6 EcoBoost Start/Stopp Titanium (III),134,Ford,25620,,,,,10450,9575,8825
2184,Focus 1.5 EcoBoost Start/Stopp Titanium (III),134,Ford,26950,,14800,13800,12600,11750,,
2185,Focus 1.6 TDCi Ambiente (III),70,Ford,19850,,,,,6450,5925,5325
2186,Focus 1.6 TDCi Start/Stopp Ambiente (III),70,Ford,20150,,,,,6600,6075,5450
2187,Focus 1.5 TDCi Start/Stopp Ambiente (III),70,Ford,21710,,10250,9150,8675,7825,,
2188,Focus 1.6 TDCi Start/Stopp Ambiente (III),70,Ford,21300,,,,8250,7400,,
2189,Focus 1.6 TDCi Start/Stopp Trend (III),85,Ford,23020,,,,,8100,7325,6425
2190,Focus 1.6 TDCi Trend (III),85,Ford,22720,,,,,7900,7175,6275
2191,Focus 2.0 TDCi Trend Powershift (III),85,Ford,24470,,,,,7975,7225,6575
2192,Focus 1.6 TDCi Start/Stopp Trend (III),85,Ford,22950,,,,9050,8100,,
2193,Focus 1.5 TDCi Start/Stopp Trend (III),88,Ford,24150,,11450,10200,9700,8650,,
2194,Focus 2.0 TDCi Trend (III),103,Ford,23870,,,,,7950,7175,6475
2195,Focus 2.0 TDCi Start/Stopp Business Edition (III),110,Ford,27100,,13900,12450,11300,10100,,
2196,Focus 2.0 TDCi Titanium (III),120,Ford,26970,,,,,9125,8275,7425
2197,Focus Turnier 1.6 Ti-VCT Ambiente (III),63,Ford,17250,,,,,7200,6575,6050
2198,Focus Turnier 1.6 Ti-VCT Ambiente (III),63,Ford,17660,,10050,8975,8050,7500,,
2199,Focus Turnier 1.0 EcoBoost Start/Stopp Ambiente (III),74,Ford,18350,,,,,7800,7400,6825
2200,Focus Turnier 1.0 EcoBoost Start/Stopp Ambiente (III),74,Ford,18760,,9975,9475,8750,8250,,
2201,Focus Turnier 1.0 EcoBoost Start/Stopp Trend (III),92,Ford,21320,,,,,8950,8250,7850
2202,Focus Turnier 1.6 Ti-VCT Trend (III),92,Ford,22670,,,,,9000,8275,7650
2203,Focus Turnier 1.0 EcoBoost Start/Stopp Trend (III),92,Ford,22200,,11500,10550,9575,8975,,
2204,Focus Turnier 1.0 EcoBoost Start/Stopp ST-Line (III),103,Ford,25400,14850,13550,,,,,
2205,Focus Turnier 1.6 EcoBoost Start/Stopp Trend (III),110,Ford,22570,,,,,9825,8950,8300
2206,Focus Turnier 1.6 Flexifuel Trend  (III),110,Ford,22820,,,,,9450,,
2207,Focus Turnier 1.5 EcoBoost Start/Stopp Cool &,110,Ford,24850,15100,13500,,,,,
2208,Focus Turnier 1.6 EcoBoost Start/Stopp Titanium (III),134,Ford,25920,,,,,11150,10300,9425
2209,Focus Turnier 1.5 EcoBoost Start/Stopp ST-Line (III),134,Ford,27550,17100,15250,14200,,,,
2210,Focus Turnier 1.6 TDCi Ambiente (III),70,Ford,20150,,,,,6650,6250,5575
2211,Focus Turnier 1.6 TDCi Start/Stopp Ambiente (III),70,Ford,20450,,,,,6825,6400,5725
2212,Focus Turnier 1.5 TDCi Start/Stopp Ambiente (III),70,Ford,22010,,10150,9075,8200,7425,,
2213,Focus Turnier 1.6 TDCi ECOnetic 88g Trend (III),77,Ford,23815,,,,,7650,7125,6450
2214,Focus Turnier 1.6 TDCi ECOnetic 99g Trend (III),77,Ford,23315,,,,,7475,6975,6325
2215,Focus Turnier 1.5 TDCi ECOnetic Trend (III),77,Ford,24500,11850,10600,9475,8950,8050,,
2216,Focus Turnier 1.6 TDCi Start/Stopp Trend (III),85,Ford,23320,,,,,7850,7275,6525
2217,Focus Turnier 1.6 TDCi Trend (III),85,Ford,23020,,,,,7675,7125,6400
2218,Focus Turnier 2.0 TDCi Trend Powershift (III),85,Ford,24770,,,,,8300,7525,6825
2219,Focus Turnier 1.6 TDCi Start/Stopp Trend (III),85,Ford,23250,,,,8900,8025,,
2220,Focus Turnier 1.5 TDCi Start/Stopp Trend (III),88,Ford,24750,12150,10850,9900,9375,8750,,
2221,Focus Turnier 2.0 TDCi Trend (III),103,Ford,24170,,,,,8425,7625,6925
2222,Focus Turnier 2.0 TDCi Start/Stopp Cool & Connect,110,Ford,27450,14950,13900,,,,,
2223,Focus Turnier 2.0 TDCi Titanium (III),120,Ford,27270,,,,,9700,8825,8175
2224,Focus Turnier 1.6 Ti-VCT LPG Trend  (III),86,Ford,23870,,,,,9200,8425,7725
2225,Focus Turnier 1.6 LPG Trend  (III),86,Ford,24450,,14250,12700,11500,10450,,
2226,Focus RS  (III) RS,257,Ford,40975,32550,28200,26800,23750,,,
2227,Focus ST  (III) ST,184,Ford,28250,,,,,13750,12750,12350
2228,Focus ST 2.0 TDCi Start/Stopp  (III) ST,136,Ford,30700,19350,17300,15450,14100,12800,,
2229,Focus Turnier ST  (III) ST,184,Ford,29200,,,,,14250,13200,12750
2230,Focus Turnier ST 2.0 EcoBoost Start/Stopp  (III) ST,184,Ford,30850,20450,18250,17700,16500,15150,,
2231,Focus Turnier ST 2.0 TDCi Start/Stopp  (III) ST,136,Ford,31650,19200,18200,16550,15100,13800,,
2232,Focus 1.0 EcoBoost Trend (IV),63,Ford,18700,11850,,,,,,
2233,Focus 1.0 EcoBoost Trend (IV),74,Ford,20700,13000,,,,,,
2234,Focus 1.0 EcoBoost Trend (IV),92,Ford,22000,13700,,,,,,
2235,Focus 1.5 EcoBoost Cool & Connect (IV),110,Ford,25500,15900,,,,,,
2236,Focus 1.5 EcoBoost ST-Line (IV),134,Ford,28000,18050,,,,,,
2237,Focus 1.5 EcoBlue Trend (IV),70,Ford,23100,14100,,,,,,
2238,Focus 1.5 EcoBlue Trend (IV),88,Ford,24400,14950,,,,,,
2239,Focus 2.0 EcoBlue Cool & Connect (IV),110,Ford,28100,17200,,,,,,
2240,Focus Turnier 1.0 EcoBoost Trend (IV),63,Ford,19900,12800,,,,,,
2241,Focus Turnier 1.0 EcoBoost Trend (IV),74,Ford,21900,13900,,,,,,
2242,Focus Turnier 1.0 EcoBoost Trend (IV),92,Ford,23200,14600,,,,,,
2243,Focus Turnier 1.5 EcoBoost Cool & Connect (IV),110,Ford,26700,16850,,,,,,
2244,Focus Turnier 1.5 EcoBoost ST-Line (IV),134,Ford,29200,19050,,,,,,
2245,Focus Turnier 1.5 EcoBlue Trend (IV),70,Ford,24300,15050,,,,,,
2246,Focus Turnier 1.5 EcoBlue Trend (IV),88,Ford,25600,15850,,,,,,
2247,Focus Turnier 2.0 EcoBlue Cool & Connect (IV),110,Ford,29300,18200,,,,,,
2248,Focus Active 1.0 EcoBoost  (IV) Active,92,Ford,25500,15900,,,,,,
2249,Focus Active 1.5 EcoBoost  (IV) Active,110,Ford,26800,16700,,,,,,
2250,Focus Active 1.5 EcoBoost Automatik (IV) Active,134,Ford,29900,19250,,,,,,
2251,Focus Active 1.5 EcoBlue  (IV) Active,88,Ford,27900,17100,,,,,,
2252,Focus Active 2.0 EcoBlue  (IV) Active,110,Ford,29400,18000,,,,,,
2253,Focus Active Turnier 1.0 EcoBoost  (IV) Active,92,Ford,26700,16850,,,,,,
2254,Focus Active Turnier 1.5 EcoBoost  (IV) Active,110,Ford,28000,17700,,,,,,
2255,Focus Active Turnier 1.5 EcoBoost Automatik (IV),134,Ford,31100,20250,,,,,,
2256,Focus Active Turnier 1.5 EcoBlue  (IV) Active,88,Ford,29100,18100,,,,,,
2257,Focus Active Turnier 2.0 EcoBlue  (IV) Active,110,Ford,30600,19050,,,,,,
2258,Galaxy 1.6 TDCi Ambiente (II),85,Ford,30950,,,,,,9350,8425
2259,Galaxy 2.0 TDCi Trend (II),120,Ford,33550,,,,13950,12200,11150,9750
2260,Galaxy 1.5 EcoBoost Trend (III),118,Ford,33300,21200,18950,17150,15350,,,
2261,Galaxy 1.5 EcoBoost Trend (III),121,Ford,34150,21250,,,,,,
2262,Galaxy 2.0 EcoBoost Trend Automatik (III),177,Ford,36810,,,19050,17000,,,
2263,Galaxy 2.0 EcoBlue Trend (III),88,Ford,35650,21950,,,,,,
2264,Galaxy 2.0 TDCi Trend (III),88,Ford,34800,20200,18000,16400,14650,,,
2265,Galaxy 2.0 EcoBlue Business Allrad (III),110,Ford,41350,25450,,,,,,
2266,Galaxy 2.0 EcoBlue Trend (III),110,Ford,37150,22850,,,,,,
2267,Galaxy 2.0 TDCi Trend (III),110,Ford,36300,21700,19350,17650,16100,,,
2268,Galaxy 2.0 TDCi Trend Allrad (III),110,Ford,37360,,,18200,16600,,,
2269,Galaxy 2.0 TDCi Trend (III),132,Ford,37800,22150,19900,17700,16100,,,
2270,Galaxy 2.0 TDCi Trend Allrad Powershift (III),132,Ford,40860,,,19350,17600,,,
2271,Galaxy 2.0 EcoBlue Business Allrad Automatik (III),140,Ford,45625,28650,,,,,,
2272,Galaxy 2.0 EcoBlue Trend (III),140,Ford,39150,24600,,,,,,
2273,Galaxy 2.0 TDCi Bi-Turbo Titanium Powershift (III),154,Ford,45250,26750,23900,21800,19850,,,
2274,Galaxy 2.0 EcoBlue Bi-Turbo Titanium Automatik (III),177,Ford,47225,29050,,,,,,
2275,Ka 1.3 TDCi Start/Stopp Trend (II),55,Ford,11600,,,,,,4325,3800
2276,Ka+ 1.2 Ti-VCT  (KAF),51,Ford,9990,7650,6825,6100,,,,
2277,Ka+ 1.2 Ti-VCT Cool&Sound (KAF),63,Ford,11600,8725,7800,6975,,,,
2278,Ka+ 1.2 Cool & Connect (KAF),63,Ford,11990,9025,,,,,,
2279,Ka+ 1.5 TDCi Cool & Connect (KAF),70,Ford,13990,9600,,,,,,
2280,Ka+ Active 1.2  (KAF),63,Ford,13490,10200,,,,,,
2281,Ka+ Active 1.5 TDCi  (KAF),70,Ford,15490,10600,,,,,,
2282,Kuga 2.0 TDCi DPF Trend 2x4 (I),103,Ford,27700,,,,,,8900,8050
2283,Kuga 2.0 TDCi DPF Trend 4x4 (I),103,Ford,29700,,,,,,9425,8550
2284,Kuga 2.0 TDCi DPF Trend 4x4 (I),120,Ford,30700,,,,,,9975,8725
2285,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),88,Ford,23300,,,12100,,,,
2286,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),88,Ford,23300,15550,13800,12350,,,,
2287,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),110,Ford,25050,,,13250,11800,11000,,
2288,Kuga 1.6 EcoBoost Start/Stopp Trend 2x4 (II),110,Ford,24800,,,,,12100,10700,
2289,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),110,Ford,25950,16000,14500,13600,,,,
2290,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik,129,Ford,31115,20100,,,,,,
2291,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik,134,Ford,31000,,,16150,14450,13500,,
2292,Kuga 1.6 EcoBoost Trend 4x4 Automatik (II),134,Ford,30250,,,,,14700,13000,
2293,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik,134,Ford,31150,19250,17550,15850,,,,
2294,Kuga 2.0 EcoBoost Start/Stopp Titanium 4x4,178,Ford,35400,23300,21400,,,,,
2295,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II),88,Ford,27150,,,12950,11550,10000,,
2296,Kuga 1.5 TDCi Start/Stopp Trend 2x4 (II),88,Ford,28250,16950,15100,13750,,,,
2297,Kuga 2.0 TDCi Trend 2x4 (II),103,Ford,27400,,,,,11250,9850,
2298,Kuga 2.0 TDCi Trend 4x4 (II),103,Ford,29400,,,,,12100,10600,
2299,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II),110,Ford,28650,,,13450,12000,10400,,
2300,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II),110,Ford,30650,,,14400,12850,11150,,
2301,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II),110,Ford,29750,17050,15150,13550,,,,
2302,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II),110,Ford,31750,18200,16250,14500,,,,
2303,Kuga 2.0 TDCi Trend 4x4 (II),120,Ford,30400,,,,,11700,10250,
2304,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II),132,Ford,32000,,,14850,13250,11500,,
2305,Kuga 2.0 TDCi Start/Stopp Business Edition 4x4 (II),132,Ford,34050,,17750,15900,,,,
2306,Mondeo 1.6 EcoBoost Start/Stopp Ambiente (IV),118,Ford,26760,,,,,10150,9000,
2307,Mondeo 2.0 EcoBoost Trend (IV),149,Ford,29510,,,,,11350,10050,
2308,Mondeo 2.0 EcoBoost Trend (IV),176,Ford,31760,,,,,12650,11200,
2309,Mondeo 1.6 TDCi Ambiente (IV),85,Ford,27760,,,,,7775,7400,6400
2310,Mondeo 1.6 TDCi ECOnetic Ambiente (IV),85,Ford,28340,,,,,7925,7550,6500
2311,Mondeo 2.0 TDCi ECOnetic Ambiente (IV),103,Ford,29110,,,,,8775,8100,
2312,Mondeo 2.0 TDCi Ambiente (IV),120,Ford,30010,,,,,8925,8400,
2313,Mondeo 2.0 TDCi ECOnetic Ambiente (IV),120,Ford,30110,,,,,8975,8450,
2314,Mondeo 2.2 TDCi Trend (IV),147,Ford,32610,,,,,10400,9500,
2315,Mondeo 2.0 Flexifuel LPG Ambiente  (IV),104,Ford,27775,,,,,,9275,
2316,Mondeo Turnier 1.6 EcoBoost Start/Stopp Ambiente,118,Ford,27860,,,,,10850,9625,
2317,Mondeo Turnier 2.0 EcoBoost Trend (IV),149,Ford,30610,,,,,12500,11050,
2318,Mondeo Turnier 2.0 EcoBoost Trend (IV),176,Ford,32860,,,,,13450,11900,
2319,Mondeo Turnier 1.6 TDCi Ambiente (IV),85,Ford,28860,,,,,7700,7025,6075
2320,Mondeo Turnier 1.6 TDCi ECOnetic Ambiente (IV),85,Ford,29440,,,,,7850,7175,6200
2321,Mondeo Turnier 2.0 TDCi ECOnetic Ambiente (IV),103,Ford,30210,,,,,8775,7700,
2322,Mondeo Turnier 2.0 TDCi Ambiente (IV),120,Ford,31110,,,,,9400,8225,
2323,Mondeo Turnier 2.0 TDCi ECOnetic Ambiente (IV),120,Ford,31210,,,,,9450,8225,
2324,Mondeo Turnier 2.2 TDCi Trend (IV),147,Ford,33710,,,,,11150,9575,
2325,Mondeo Turnier 2.0 Flexifuel LPG Ambiente  (IV),104,Ford,28775,,,,,,9875,
2326,Mondeo 1.0 EcoBoost Trend (V),92,Ford,25990,16200,14450,13050,11850,,,
2327,Mondeo 1.5 EcoBoost Trend (V),118,Ford,28150,17350,15850,14300,12900,11500,,
2328,Mondeo 1.5 EcoBoost Trend (V),121,Ford,26275,17700,,,,,,
2329,Mondeo 2.0 EcoBoost Titanium Automatik (V),149,Ford,36100,22300,19900,18150,17750,15850,,
2330,Mondeo 2.0 EcoBoost Titanium Automatik (V),177,Ford,38100,23850,21300,18850,17000,15200,,
2331,Mondeo 1.6 TDCi ECOnetic Trend (V),85,Ford,28750,,,,11550,10250,,
2332,Mondeo 1.6 TDCi Trend (V),85,Ford,28200,,,,11400,10050,,
2333,Mondeo 1.5 TDCi ECOnetic Trend (V),88,Ford,30000,16950,15150,14050,11450,,,
2334,Mondeo 1.5 TDCi Trend (V),88,Ford,29450,16650,14900,13800,11300,,,
2335,Mondeo 2.0 TDCi ECOnetic Trend (V),110,Ford,31950,18750,16750,14950,13600,12000,,
2336,Mondeo 2.0 TDCi Trend (V),110,Ford,31400,18400,16450,14650,13350,11800,,
2337,Mondeo 2.0 TDCi Trend Allrad (V),110,Ford,32200,,,,13150,,,
2338,Mondeo 2.0 TDCi Business Allrad Powershift (V),132,Ford,39400,21550,18850,17150,15800,,,
2339,Mondeo 2.0 TDCi ECOnetic Business Edition (V),132,Ford,35750,19950,17850,16400,14200,,,
2340,Mondeo 2.0 TDCi Trend (V),132,Ford,31700,,,,13400,11850,,
2341,Mondeo 2.0 TDCi Bi-Turbo Titanium Powershift (V),154,Ford,40100,23800,21250,19550,17100,,,
2342,Mondeo 2.0 EcoBoost Vignale Automatik (V),149,Ford,42350,26350,23500,21500,21000,,,
2343,Mondeo 2.0 EcoBoost Vignale Automatik (V),177,Ford,44350,27950,24950,22150,19950,,,
2344,Mondeo 2.0 TDCi Vignale (V),110,Ford,41550,24150,21550,,,,,
2345,Mondeo 2.0 TDCi Vignale Allrad (V),110,Ford,43550,24100,21500,,,,,
2346,Mondeo 2.0 TDCi Vignale (V),132,Ford,43050,24750,22100,20200,17500,,,
2347,Mondeo 2.0 TDCi Vignale Allrad Powershift (V),132,Ford,47250,26600,23250,21050,19350,,,
2348,Mondeo 2.0 TDCi Bi-Turbo Vignale Powershift (V),154,Ford,46350,27650,24700,22800,19950,,,
2349,Mondeo 2.0 Hybrid Powershift (V),138,Ford,36550,22150,19750,18750,16400,14650,,
2350,Mondeo Turnier 1.0 EcoBoost Trend (V),92,Ford,26990,17750,15850,14300,12450,,,
2351,Mondeo Turnier 1.5 EcoBoost Trend (V),118,Ford,29150,17900,16300,15300,14100,12450,,
2352,Mondeo Turnier 1.5 EcoBoost Trend (V),121,Ford,27275,18100,,,,,,
2353,Mondeo Turnier 2.0 EcoBoost Titanium Automatik (V),149,Ford,37100,22300,20750,18550,17550,14950,,
2354,Mondeo Turnier 2.0 EcoBoost Titanium Automatik (V),177,Ford,39100,23100,21700,19800,17850,15950,,
2355,Mondeo Turnier 1.6 TDCi ECOnetic Trend (V),85,Ford,29750,,,,11650,10300,,
2356,Mondeo Turnier 1.6 TDCi Trend (V),85,Ford,29200,,,,11450,10150,,
2357,Mondeo Turnier 1.5 TDCi ECOnetic Trend (V),88,Ford,31000,16900,15100,13450,11900,,,
2358,Mondeo Turnier 1.5 TDCi Trend (V),88,Ford,30450,16600,14800,13200,11700,,,
2359,Mondeo Turnier 2.0 TDCi ECOnetic Trend (V),110,Ford,32950,17550,15050,14000,13250,11700,,
2360,Mondeo Turnier 2.0 TDCi Trend (V),110,Ford,32400,17250,14800,13750,13050,11500,,
2361,Mondeo Turnier 2.0 TDCi Trend Allrad (V),110,Ford,33200,,,,13450,,,
2362,Mondeo Turnier 2.0 TDCi Business Allrad Powershift,132,Ford,40400,23300,20800,18600,17250,,,
2363,Mondeo Turnier 2.0 TDCi ECOnetic Trend (V),132,Ford,33250,,,,13150,12550,,
2364,Mondeo Turnier 2.0 TDCi Trend (V),132,Ford,32700,,,,12900,12350,,
2365,Mondeo Turnier 2.0 TDCi Bi-Turbo Titanium,154,Ford,41100,25200,22500,19950,17800,,,
2366,Mustang Fastback 2.3 EcoBoost  (LAE),213,Ford,39000,28200,24950,,,,,
2367,Mustang Fastback 2.3 EcoBoost  (LAE),233,Ford,38000,27850,24600,21850,19700,,,
2368,Mustang Fastback 5.0 Ti-VCT V8 GT (LAE),310,Ford,44000,32100,28750,26600,24850,,,
2369,Mustang Fastback 5.0 Ti-VCT V8 GT (LAE),331,Ford,46000,34000,29800,,,,,
2370,Mustang Fastback 5.0 Ti-VCT V8 Bullit (LAE),338,Ford,53000,37400,,,,,,
2371,Mustang Convertible 2.3 EcoBoost  (LAE),213,Ford,43500,31050,27450,,,,,
2372,Mustang Convertible 2.3 EcoBoost  (LAE),233,Ford,42500,30700,27150,24500,22000,,,
