,model,kw,mark,new,2019,2018,2017,2016,2015,2014,2020
1097,420i Gran Coupé  (F36),135.0,BMW,39500,,,,,17500,16300,
1098,420i Gran Coupé xDrive (F36),135.0,BMW,42000,,,,,17300,16150,
1099,420i Gran Coupé Advantage (F36),135.0,BMW,41100,,23500,22050,,,,
1100,420i Gran Coupé Advantage xDrive (F36),135.0,BMW,43600,,24850,23300,,,,
1101,428i Gran Coupé  (F36),180.0,BMW,41400,,,,,20200,19400,
1102,428i Gran Coupé xDrive (F36),180.0,BMW,43900,,,,,21300,20450,
1103,430i Gran Coupé Advantage (F36),185.0,BMW,43300,,,24100,21350,,,
1104,430i Gran Coupé Advantage xDrive Steptronic (F36),185.0,BMW,47950,,,26500,23550,,,
1105,430i Gran Coupé Advantage (F36),185.0,BMW,46250,,26200,24900,,,,
1106,430i Gran Coupé Advantage xDrive Steptronic (F36),185.0,BMW,50900,,27550,26150,,,,
1107,435i Gran Coupé  (F36),225.0,BMW,48100,,,,,25250,23700,
1108,435i Gran Coupé xDrive (F36),225.0,BMW,50600,,,,,26400,24750,
1109,440i Gran Coupé Advantage Steptronic (F36),240.0,BMW,52150,,,28850,27150,,,
1110,440i Gran Coupé Advantage xDrive Steptronic (F36),240.0,BMW,54650,,,29650,28150,,,
1111,440i Gran Coupé Sport Line Steptronic (F36),240.0,BMW,56900,,32600,30700,,,,
1112,440i Gran Coupé Sport Line xDrive Steptronic (F36),240.0,BMW,59400,,33400,31450,,,,
1113,418d Gran Coupé  (F36),105.0,BMW,37300,,,,,13100,12150,
1114,418d Gran Coupé  (F36),110.0,BMW,38600,,,19250,17900,16000,,
1115,418d Gran Coupé Advantage (F36),110.0,BMW,42100,23750,21600,20000,,,,
1116,420d Gran Coupé  (F36),140.0,BMW,40800,,,20500,19000,17500,,
1117,420d Gran Coupé xDrive (F36),140.0,BMW,43300,,,20900,19450,17300,,
1118,420d Gran Coupé Advantage (F36),140.0,BMW,44450,24800,23100,21450,,,,
1119,420d Gran Coupé Advantage xDrive (F36),140.0,BMW,49100,,25250,22500,,,,
1120,430d Gran Coupé Steptronic (F36),190.0,BMW,49300,,,,,20000,18200,
1121,430d Gran Coupé xDrive Steptronic (F36),190.0,BMW,51800,,,,,20900,19050,
1122,430d Gran Coupé Advantage Steptronic (F36),190.0,BMW,54250,29650,27800,25600,,,,
1123,430d Gran Coupé Advantage xDrive Steptronic (F36),190.0,BMW,56750,32000,28800,26200,,,,
1124,435d Gran Coupé xDrive Steptronic (F36),230.0,BMW,54600,,,,,23200,21150,
1125,M4 Coupé  (F82),317.0,BMW,73700,,,45050,42850,39550,36100,
1126,M4 Coupé  (F82),317.0,BMW,79100,,49400,46850,,,,
1127,M4 Competition Paket Coupé  (F82),331.0,BMW,81000,,,48900,45600,,,
1128,M4 Competition Paket Coupé  (F82),331.0,BMW,86400,,52350,49600,,,,
1129,M4 Coupé  (F82),331.0,BMW,86600,55050,52350,,,,,
1130,M4 Cabrio  (F83),317.0,BMW,79700,,,46100,43400,41650,39050,
1131,M4 Cabrio  (F83),317.0,BMW,85500,,51450,48150,,,,
1132,M4 Competition Paket Cabrio  (F83),331.0,BMW,86100,,,50200,46400,,,
1133,M4 Cabrio  (F83),331.0,BMW,92100,59100,54000,,,,,
1134,M4 Competition Paket Cabrio  (F83),331.0,BMW,91900,,53750,50200,,,,
1135,420i Coupé Steptronic (G22),135.0,BMW,47900,,,,,,,37600
1136,430i Coupé Steptronic (G22),190.0,BMW,52300,,,,,,,43400
1137,M440i Coupé xDrive Steptronic (G22),275.0,BMW,69300,,,,,,,55200
1138,420d Coupé Steptronic (G22),140.0,BMW,50400,,,,,,,38450
1139,420d Coupé xDrive Steptronic (G22),140.0,BMW,52900,,,,,,,40450
1140,420i Cabrio Steptronic (G23),135.0,BMW,55400,,,,,,,46350
1141,430i Cabrio Steptronic (G23),190.0,BMW,60700,,,,,,,50400
1142,M440i Cabrio Steptronic (G23),275.0,BMW,76800,,,,,,,63900
1143,420d Cabrio Steptronic (G23),140.0,BMW,57900,,,,,,,44950
1144,M4 Coupé  (G82),353.0,BMW,84000,,,,,,,74700
1145,M4 Competition Coupé Steptronic (G82),375.0,BMW,91000,,,,,,,80050
1146,535i Gran Turismo Steptronic (F07),225.0,BMW,60700,,32350,30350,26600,23250,20550,
1147,535i Gran Turismo xDrive Steptronic (F07),225.0,BMW,63300,,33300,31250,27400,23950,21200,
1148,550i Gran Turismo Steptronic (F07),330.0,BMW,78900,,40150,37650,32650,28300,23550,
1149,550i Gran Turismo xDrive Steptronic (F07),330.0,BMW,81500,,41450,38900,33750,29250,25100,
1150,520d Gran Turismo Steptronic (F07),135.0,BMW,52600,,24550,22800,19000,16950,15500,
1151,530d Gran Turismo Steptronic (F07),190.0,BMW,60800,,28600,26550,22100,19750,17500,
1152,530d Gran Turismo xDrive Steptronic (F07),190.0,BMW,63400,,29900,27750,23100,20650,18300,
1153,535d Gran Turismo Steptronic (F07),230.0,BMW,65400,,31100,28850,24250,21250,18650,
1154,535d Gran Turismo xDrive Steptronic (F07),230.0,BMW,68000,,32350,30000,25250,22100,19400,
1155,520i  (F10),135.0,BMW,41500,,,,20150,18050,16100,
1156,528i  (F10),180.0,BMW,46600,,,,21500,19200,17250,
1157,528i xDrive Steptronic (F10),180.0,BMW,51400,,,,24250,21650,19450,
1158,535i  (F10),225.0,BMW,53100,,,,22600,21100,18850,
1159,535i xDrive Steptronic (F10),225.0,BMW,57900,,,,24650,23000,20600,
1160,550i Steptronic (F10),330.0,BMW,73200,,,,30850,28200,24950,
1161,550i xDrive Steptronic (F10),330.0,BMW,75800,,,,31550,28800,25500,
1162,518d  (F10),110.0,BMW,40700,,,,16950,15100,13400,
1163,520d  (F10),140.0,BMW,43200,,,,18800,16650,15250,
1164,520d xDrive Steptronic (F10),140.0,BMW,48000,,,,20700,18350,17000,
1165,525d  (F10),160.0,BMW,47400,,,,19750,17350,16150,
1166,525d xDrive Steptronic (F10),160.0,BMW,52200,,,,21550,18950,17650,
1167,530d Steptronic (F10),190.0,BMW,52300,,,,22150,20050,18100,
1168,530d xDrive Steptronic (F10),190.0,BMW,54900,,,,22950,20800,18750,
1169,535d Steptronic (F10),230.0,BMW,59400,,,,25400,22000,20150,
1170,535d xDrive Steptronic (F10),230.0,BMW,62000,,,,26250,22750,20850,
1171,M550d xDrive Steptronic (F10),280.0,BMW,82600,,,,29550,27800,25100,
1172,ActiveHybrid 5 Steptronic (F10),250.0,BMW,65700,,,,27950,24000,21150,
1173,520i Touring  (F11),135.0,BMW,44000,,,23400,20900,18100,16500,
1174,528i Touring  (F11),180.0,BMW,49100,,,25250,22500,19850,18850,
1175,535i Touring  (F11),225.0,BMW,55600,,,27450,23900,22300,19750,
1176,535i Touring xDrive Steptronic (F11),225.0,BMW,60400,,,29850,26000,24250,21500,
1177,550i Touring Steptronic (F11),330.0,BMW,75700,,,36150,32300,29700,26250,
1178,518d Touring  (F11),110.0,BMW,43200,,,19400,17150,14450,13350,
1179,520d Touring  (F11),140.0,BMW,45700,,,20750,18000,15800,14600,
1180,520d Touring xDrive Steptronic (F11),140.0,BMW,50500,,,22950,19900,17500,16150,
1181,525d Touring  (F11),160.0,BMW,49900,,,20150,18850,16400,15050,
1182,525d Touring xDrive Steptronic (F11),160.0,BMW,54700,,,22100,20700,18050,16500,
1183,530d Touring Steptronic (F11),190.0,BMW,54800,,,24850,22150,19800,17700,
1184,530d Touring xDrive Steptronic (F11),190.0,BMW,57400,,,25600,22950,20450,18300,
1185,535d Touring Steptronic (F11),230.0,BMW,61900,,,29200,25450,22050,19550,
1186,535d Touring xDrive Steptronic (F11),230.0,BMW,64500,,,30400,26300,22800,20200,
1187,M550d Touring xDrive Steptronic (F11),280.0,BMW,85100,,,33700,29600,27900,24600,
1188,M5 xDrive Steptronic (F90),441.0,BMW,117900,,68400,63250,,,,
1189,M5 xDrive M Steptronic (F90),441.0,BMW,120900,,,,,,,88050
1190,M5 Competition xDrive Steptronic (F90),460.0,BMW,125650,82100,75850,,,,,96050
1191,M5 Competition xDrive M Steptronic (F90),460.0,BMW,129899,,,,,,,97750
1192,520i Steptronic (G30),135.0,BMW,48900,,26750,23900,,,,
1193,520i Steptronic (G30),135.0,BMW,51500,,,,,,,32900
1194,530i Steptronic (G30),185.0,BMW,56000,,27800,26300,,,,
1195,530i xDrive Steptronic (G30),185.0,BMW,55700,,31250,29200,26850,,,
1196,530i Steptronic (G30),185.0,BMW,55700,,,,,,,37950
1197,530i xDrive Steptronic (G30),185.0,BMW,58300,,,,,,,39750
1198,540i Steptronic (G30),245.0,BMW,63800,,,,,,,43700
1199,540i xDrive Steptronic (G30),245.0,BMW,66400,,,,,,,45550
1200,540i Steptronic (G30),250.0,BMW,61200,,33750,30500,28100,,,
1201,540i xDrive Steptronic (G30),250.0,BMW,63800,,35200,31850,29400,,,
1202,M550i xDrive Steptronic (G30),340.0,BMW,86300,,46150,42900,,,,
1203,M550i xDrive Steptronic Sport (G30),390.0,BMW,88218,58150,,,,,,67000
1204,520d  (G30),140.0,BMW,48400,,26650,23500,20650,,,
1205,520d Efficient Dynamics Edition Steptronic (G30),140.0,BMW,50900,,28000,24800,21800,,,
1206,520d xDrive Steptronic (G30),140.0,BMW,53200,,29250,25950,23300,,,
1207,520d Steptronic (G30),140.0,BMW,53700,,,,,,,35200
1208,520d xDrive Steptronic (G30),140.0,BMW,56300,,,,,,,37000
1209,525d Steptronic (G30),170.0,BMW,55000,31350,28950,26300,,,,
1210,530d Steptronic (G30),195.0,BMW,57800,,31500,28950,26050,,,
1211,530d xDrive Steptronic (G30),195.0,BMW,60400,,32950,30350,27300,,,
1212,530d Steptronic (G30),210.0,BMW,60300,,,,,,,39650
1213,530d xDrive Steptronic (G30),210.0,BMW,62900,,,,,,,41400
1214,540d xDrive Steptronic (G30),235.0,BMW,66700,,36350,33300,,,,
1215,540d xDrive Steptronic (G30),250.0,BMW,69200,,,,,,,49300
1216,M550d xDrive Steptronic (G30),294.0,BMW,87000,,48200,44050,,,,
1217,530e Steptronic (G30),185.0,BMW,54783,31150,28000,,,,,35350
1218,530e Steptronic (G30),215.0,BMW,56200,,,,,,,37000
1219,530e xDrive Steptronic (G30),215.0,BMW,58799,,,,,,,38700
1220,545e xDrive Steptronic (G30),290.0,BMW,71600,,,,,,,49950
1221,520i Touring Steptronic (G31),135.0,BMW,51100,,27100,24750,,,,
1222,520i Touring Steptronic (G31),135.0,BMW,53700,,,,,,,34500
1223,530i Touring Steptronic (G31),185.0,BMW,55300,,30300,27850,,,,
1224,530i Touring xDrive Steptronic (G31),185.0,BMW,57900,,31700,28950,,,,
1225,530i Touring Steptronic (G31),185.0,BMW,57900,,,,,,,38650
1226,530i Touring xDrive Steptronic (G31),185.0,BMW,60500,,,,,,,40450
1227,540i Touring xDrive Steptronic (G31),245.0,BMW,68600,,,,,,,46700
1228,540i Touring xDrive Steptronic (G31),250.0,BMW,66100,,35500,32550,,,,
1229,520d Touring  (G31),140.0,BMW,50600,,26350,23000,,,,
1230,520d Touring xDrive Steptronic (G31),140.0,BMW,55400,,28850,25300,,,,
1231,520d Touring Steptronic (G31),140.0,BMW,55900,,,,,,,36650
1232,520d Touring xDrive Steptronic (G31),140.0,BMW,58500,,,,,,,38450
1233,525d Touring Steptronic (G31),170.0,BMW,57200,31600,28450,26100,,,,
1234,530d Touring Steptronic (G31),195.0,BMW,60000,,30750,27950,,,,
1235,530d Touring xDrive Steptronic (G31),195.0,BMW,62600,,32050,29100,,,,
1236,530d Touring Steptronic (G31),210.0,BMW,62500,,,,,,,41350
1237,530d Touring xDrive Steptronic (G31),210.0,BMW,65100,,,,,,,43150
1238,540d Touring xDrive Steptronic (G31),235.0,BMW,68900,,35950,33200,,,,
1239,540d Touring xDrive Steptronic (G31),250.0,BMW,71400,,,,,,,52050
1240,M550d Touring xDrive Steptronic (G31),294.0,BMW,89200,,46800,44700,,,,
1241,530e Touring Steptronic (G31),215.0,BMW,60000,,,,,,,38150
1242,530e Touring xDrive Steptronic (G31),215.0,BMW,62600,,,,,,,39850
1243,640i Gran Coupé Steptronic (F06),235.0,BMW,84900,,39600,35600,31550,28950,,
1244,640i Gran Coupé xDrive Steptronic (F06),235.0,BMW,88300,,41150,37050,32850,30150,,
1245,650i Gran Coupé Steptronic (F06),330.0,BMW,98400,,47250,43850,38400,33850,,
1246,650i Gran Coupé xDrive Steptronic (F06),330.0,BMW,101800,,48850,45450,39800,35050,,
1247,M6 Gran Coupé M DKG (F06),412.0,BMW,136100,,56300,52800,48750,43850,,
1248,M6 Gran Coupé Competition Paket M DKG (F06),441.0,BMW,,55250,51000,45800,,,,58650
1249,640d Gran Coupé Steptronic (F06),230.0,BMW,83400,,,,,26700,24050,
1250,640d Gran Coupé xDrive Steptronic (F06),230.0,BMW,86800,,,,,28150,25350,
1251,640d Gran Coupé Steptronic (F06),230.0,BMW,89200,,36400,33150,29900,27750,,
1252,640d Gran Coupé xDrive Steptronic (F06),230.0,BMW,92600,,37750,34450,31050,28850,,
1253,640i Cabrio Steptronic (F12),235.0,BMW,91700,,44100,39700,35750,32800,,
1254,640i Cabrio xDrive Steptronic (F12),235.0,BMW,95100,,45750,41350,37200,34150,,
1255,650i Cabrio Steptronic (F12),330.0,BMW,,47000,41150,37000,,,,52600
1256,650i Cabrio xDrive Steptronic (F12),330.0,BMW,,48700,42200,37950,,,,52650
1257,M6 Cabrio M DKG (F12),412.0,BMW,,58500,54000,48600,,,,63000
1258,M6 Cabrio Competition Paket M DKG (F12),441.0,BMW,,61600,56900,51100,,,,66150
1259,640d Cabrio Steptronic (F12),230.0,BMW,87400,,,,,27100,24250,
1260,640d Cabrio xDrive Steptronic (F12),230.0,BMW,90800,,,,,28400,25650,
1261,640d Cabrio Steptronic (F12),230.0,BMW,95900,,40700,36700,33100,29600,,
1262,640d Cabrio xDrive Steptronic (F12),230.0,BMW,99300,,42150,38150,34450,30750,,
1263,640i Coupé Steptronic (F13),235.0,BMW,81900,,,34700,31100,28850,,
1264,640i Coupé xDrive Steptronic (F13),235.0,BMW,85300,,,36650,32850,30450,,
1265,650i Coupé Steptronic (F13),330.0,BMW,93300,,,40900,35800,31900,,
1266,650i Coupé xDrive Steptronic (F13),330.0,BMW,96700,,,42950,37650,33500,,
1267,M6 Coupé M DKG (F13),412.0,BMW,129600,,,52900,48800,43050,,
1268,640d Coupé Steptronic (F13),230.0,BMW,78800,,,,,24550,21750,
1269,640d Coupé xDrive Steptronic (F13),230.0,BMW,82200,,,,,25850,22900,
1270,640d Coupé Steptronic (F13),230.0,BMW,86100,,,31450,28650,26400,,
1271,640d Coupé xDrive Steptronic (F13),230.0,BMW,89500,,,33150,30200,27850,,
1272,630i Gran Turismo Steptronic (G32),190.0,BMW,62300,,34150,32100,,,,
1273,630i Gran Turismo Steptronic (G32),190.0,BMW,65150,,,,,,,46900
1274,640i Gran Turismo Steptronic (G32),245.0,BMW,71250,,,,,,,50400
1275,640i Gran Turismo xDrive Steptronic (G32),245.0,BMW,73850,,,,,,,52250
1276,640i Gran Turismo Steptronic (G32),250.0,BMW,68100,,35750,33600,,,,
1277,640i Gran Turismo xDrive Steptronic (G32),250.0,BMW,70700,,37150,34900,,,,
1278,620d Gran Turismo Steptronic (G32),140.0,BMW,59072,36700,32100,,,,,42150
1279,620d Gran Turismo Steptronic (G32),140.0,BMW,63650,,,,,,,46850
1280,630d Gran Turismo Steptronic (G32),195.0,BMW,67700,,34450,31950,,,,
1281,630d Gran Turismo xDrive Steptronic (G32),195.0,BMW,70300,,35800,33150,,,,
1282,630d Gran Turismo Steptronic (G32),210.0,BMW,69750,,,,,,,50050
1283,630d Gran Turismo xDrive Steptronic (G32),210.0,BMW,72350,,,,,,,51950
1284,640d Gran Turismo xDrive Steptronic (G32),235.0,BMW,74400,,37750,34950,,,,
1285,640d Gran Turismo xDrive Steptronic (G32),250.0,BMW,76650,,,,,,,57050
1286,740i Steptronic (F01/F02),235.0,BMW,83900,,,,,24550,22200,
1287,740Li Steptronic (F01/F02),235.0,BMW,88700,,,,,26000,23500,
1288,ActiveHybrid 7 Steptronic (F01/F02),260.0,BMW,90600,,,,,26500,23200,
1289,ActiveHybrid 7L Steptronic (F01/F02),260.0,BMW,95400,,,,,27900,24450,
1290,750i xDrive Steptronic (F01/F02),,BMW,,,,31200,27600,,,
1291,750Li xDrive Steptronic (F01/F02),,BMW,,,,32450,28700,,,
1292,730d Steptronic (F01/F02),190.0,BMW,78100,,,,,21600,18650,
1293,730d xDrive Steptronic (F01/F02),190.0,BMW,81500,,,,,22600,19500,
1294,730Ld Steptronic (F01/F02),190.0,BMW,83400,,,,,23150,19950,
1295,740d Steptronic (F01/F02),230.0,BMW,85100,,,,,23100,20150,
1296,740d xDrive Steptronic (F01/F02),230.0,BMW,88500,,,,,24050,21000,
1297,750d BluePerformance xDrive Steptronic (F01/F02),,BMW,,,,27850,23900,,,
1298,750Ld BluePerformance xDrive Steptronic (F01/F02),,BMW,,,,28950,24850,,,
1299,740i Steptronic (G11/G12),240.0,BMW,94200,,40900,37100,33550,29950,,
1300,740Li Steptronic (G11/G12),240.0,BMW,99800,,43350,39300,35600,31800,,
1301,740Li xDrive Steptronic (G11/G12),,BMW,,40650,36900,,,,,44850
1302,750i Steptronic (G11/G12),,BMW,,41400,36900,32800,,,,46400
1303,750i xDrive Steptronic (G11/G12),,BMW,,42650,38100,33900,,,,47800
1304,750Li Steptronic (G11/G12),,BMW,,43350,38700,34450,,,,48000
1305,750Li xDrive Steptronic (G11/G12),330.0,BMW,121700,,50050,44600,39950,35550,,
1306,750i xDrive Steptronic (G11/G12),390.0,BMW,75450,,,,,,,66800
1307,750Li xDrive Steptronic (G11/G12),390.0,BMW,78900,,,,,,,69850
1308,M760Li xDrive Steptronic (G11/G12),430.0,BMW,110800,,,,,,,99600
1309,M760Li xDrive Steptronic (G11/G12),448.0,BMW,,73700,65900,61450,,,,
1310,730d Steptronic (G11/G12),195.0,BMW,88300,42100,36550,33350,30150,28000,,
1311,730d xDrive Steptronic (G11/G12),195.0,BMW,91700,43750,38000,34650,31400,29150,,
1312,730Ld Steptronic (G11/G12),195.0,BMW,93800,44750,38850,35400,32100,29800,,
1313,730Ld xDrive Steptronic (G11/G12),195.0,BMW,97200,46350,40250,36700,33350,30950,,
1314,730d Steptronic (G11/G12),195.0,BMW,87926,48850,,,,,,55000
1315,730d xDrive Steptronic (G11/G12),195.0,BMW,91240,50750,,,,,,57050
1316,730Ld Steptronic (G11/G12),195.0,BMW,93287,51900,,,,,,58350
1317,730Ld xDrive Steptronic (G11/G12),195.0,BMW,96601,53750,,,,,,60450
1318,730d Steptronic (G11/G12),210.0,BMW,91700,,,,,,,56500
1319,730d xDrive Steptronic (G11/G12),210.0,BMW,95100,,,,,,,58650
1320,730Ld Steptronic (G11/G12),210.0,BMW,97200,,,,,,,59950
1321,740d xDrive Steptronic (G11/G12),235.0,BMW,99600,47800,42100,37850,33550,31000,,
1322,740Ld xDrive Steptronic (G11/G12),235.0,BMW,,44900,40150,35650,32950,,,50700
1323,740d xDrive Steptronic (G11/G12),235.0,BMW,98941,55950,,,,,,63000
1324,740Ld xDrive Steptronic (G11/G12),235.0,BMW,66750,,,,,,,59300
1325,750d xDrive Steptronic (G11/G12),294.0,BMW,,47450,43550,39250,,,,53600
1326,750Ld xDrive Steptronic (G11/G12),294.0,BMW,121700,56000,49600,45550,40950,,,
1327,750d xDrive Steptronic (G11/G12),294.0,BMW,70550,,,,,,,62650
1328,750Ld xDrive Steptronic (G11/G12),294.0,BMW,73600,,,,,,,65400
1329,740e iPerformance Steptronic (G11/G12),240.0,BMW,97900,,40750,38050,35100,,,
1330,740Le iPerformance Steptronic (G11/G12),240.0,BMW,,43000,40200,37050,,,,
1331,740Le iPerformance xDrive Steptronic (G11/G12),240.0,BMW,,44450,41550,38300,,,,
1332,745e Steptronic (G11/G12),290.0,BMW,63850,,,,,,,59000
1333,745Le Steptronic (G11/G12),290.0,BMW,67250,,,,,,,62150
1334,745Le xDrive Steptronic (G11/G12),290.0,BMW,111000,64150,,,,,,69350
1335,M8 Competition Cabrio Steptronic Sport (F91),460.0,BMW,128600,,,,,,,115400
1336,M8 Competition Coupé xDrive Steptronic Sport (F92),460.0,BMW,119450,,,,,,,107350
1337,840i Cabrio Steptronic (G14),250.0,BMW,78550,,,,,,,70550
1338,840i Cabrio xDrive Steptronic (G14),250.0,BMW,81000,,,,,,,72850
1339,M850i Cabrio xDrive Steptronic (G14),390.0,BMW,135401,89750,79500,,,,,100850
1340,840d Cabrio xDrive Steptronic (G14),,BMW,78400,63500,,,,,,71000
1341,840i Coupé Steptronic (G15),245.0,BMW,99400,,,,,,,71750
1342,840i Coupé Steptronic (G15),250.0,BMW,96200,64850,,,,,,71750
1343,840i Coupé xDrive Steptronic (G15),250.0,BMW,99499,67100,,,,,,74200
1344,M850i Coupé xDrive Steptronic (G15),,BMW,88900,73350,,,,,,78950
1345,840d Coupé xDrive Steptronic (G15),,BMW,72900,57900,,,,,,64700
1346,840i Gran Coupé Steptronic (G16),245.0,BMW,96400,,,,,,,69600
1347,840i Gran Coupé xDrive Steptronic (G16),245.0,BMW,99700,,,,,,,72050
1348,840i Gran Coupé Steptronic (G16),250.0,BMW,93200,63150,,,,,,69600
1349,840i Gran Coupé xDrive Steptronic (G16),250.0,BMW,96499,65400,,,,,,72050
1350,M850i Gran Coupé xDrive Steptronic Sport (G16),,BMW,90850,,,,,,,82950
1351,840d Gran Coupé xDrive Steptronic (G16),235.0,BMW,98700,67500,,,,,,74050
1352,840d Gran Coupé xDrive Steptronic (G16),250.0,BMW,101900,,,,,,,75350
1353,i3 (60 Ah)  (I01),125.0,BMW,34950,,17000,15750,13900,13050,12250,
1354,i3 (120 Ah)  (I01),125.0,BMW,39000,20950,18550,,,,,23500
1355,i3 (94 Ah)  (I01),125.0,BMW,36800,,18000,16700,14750,,,
1356,i3s (120 Ah)  (I01),135.0,BMW,42600,22950,20300,,,,,25750
1357,i3s (94 Ah)  (I01),135.0,BMW,41150,,20400,18950,,,,
1358,i3 (60 Ah) (inkl. Range Extender)  (I01),125.0,BMW,39450,,20950,18850,16500,14650,13300,
1359,i3 (94 Ah) (inkl. Range Extender)  (I01),125.0,BMW,41400,,22150,19900,17400,,,
1360,i3s (94 Ah) (inkl. Range Extender)  (I01),135.0,BMW,45750,,24800,22300,,,,
1361,i8 Coupé  (I12),266.0,BMW,134000,,68500,63450,56350,50800,46700,
1362,i8 Coupé  (I12),275.0,BMW,138000,84000,72150,,,,,94450
1363,i8 Roadster  (I15),275.0,BMW,155000,97650,84800,,,,,109800
1364,iX3 Inspiring (G08),210.0,BMW,67300,,,,,,,46000
1365,X1 sDrive16d  (E84),85.0,BMW,29600,,,,,13150,11450,
1366,X1 sDrive18d  (E84),105.0,BMW,31100,,,,,13650,11850,
1367,X1 xDrive18d  (E84),105.0,BMW,33100,,,,,14050,12200,
1368,X1 sDrive20d Efficient Dynamics Edition  (E84),120.0,BMW,34150,,,,,14800,12850,
1369,X1 sDrive20d  (E84),135.0,BMW,34150,,,,,14600,12700,
1370,X1 xDrive20d  (E84),135.0,BMW,36150,,,,,15500,13450,
1371,X1 xDrive25d  (E84),160.0,BMW,39150,,,,,16400,14300,
1372,X1 sDrive18i  (F48),100.0,BMW,30800,,,20100,18400,16400,,
1373,X1 sDrive18i  (F48),100.0,BMW,33350,,,,,,,25100
1374,X1 sDrive18i  (F48),103.0,BMW,31700,,21350,19200,,,,
1375,X1 sDrive18i  (F48),103.0,BMW,32350,22500,21350,,,,,
1376,X1 sDrive20i Advantage Steptronic (DKG) (F48),131.0,BMW,39900,,,,,,,31150
1377,X1 xDrive20i Advantage Steptronic (F48),131.0,BMW,42150,,,,,,,32650
1378,X1 sDrive20i Steptronic (DKG) (F48),141.0,BMW,37400,,24550,23450,,,,
1379,X1 xDrive20i Steptronic (F48),141.0,BMW,39650,,26000,24050,21750,20600,,
1380,X1 sDrive20i Steptronic (DKG) (F48),141.0,BMW,37400,26600,24850,,,,,
1381,X1 xDrive20i Steptronic (F48),141.0,BMW,39650,28450,,,,,,
1382,X1 xDrive25i Advantage Steptronic (F48),170.0,BMW,45150,,28700,25300,23150,20300,,
1383,X1 xDrive25i Advantage Steptronic (F48),170.0,BMW,45150,29900,,,,,,
1384,X1 sDrive18d  (F48),110.0,BMW,34150,,21150,19250,18150,15450,,
1385,X1 xDrive18d  (F48),110.0,BMW,36150,,22000,20200,18350,16350,,
1386,X1 sDrive18d  (F48),110.0,BMW,34800,23200,21400,,,,,
1387,X1 xDrive18d  (F48),110.0,BMW,36800,24100,21950,,,,,
1388,X1 sDrive20d Steptronic (F48),140.0,BMW,40200,26900,24550,,,,,
1389,X1 xDrive20d  (F48),140.0,BMW,41450,,24450,22700,20400,18050,,
1390,X1 xDrive20d Steptronic (F48),140.0,BMW,42200,27400,24500,,,,,
1391,X1 xDrive25d Advantage Steptronic (F48),170.0,BMW,44900,,27850,24900,22550,20350,,
1392,X1 xDrive25d Advantage Steptronic (F48),170.0,BMW,45900,30150,,,,,,32850
1393,X1 xDrive25e Advantage Steptronic (F48),162.0,BMW,45900,,,,,,,34800
1394,X2 sDrive18i  (F39),100.0,BMW,34750,,,,,,,26100
1395,X2 sDrive18i  (F39),103.0,BMW,33582,23500,21100,,,,,26050
1396,X2 sDrive20i Advantage Steptronic (DKG) (F39),131.0,BMW,41400,,,,,,,31050
1397,X2 xDrive20i Advantage Steptronic (F39),131.0,BMW,43550,,,,,,,33150
1398,X2 sDrive20i Steptronic (DKG) (F39),141.0,BMW,39200,,25450,22900,,,,
1399,X2 xDrive20i Steptronic (F39),141.0,BMW,41350,,28200,,,,,
1400,X2 M35i Steptronic (DKG) (F39),225.0,BMW,54491,42300,,,,,,43250
1401,X2 sDrive18d  (F39),110.0,BMW,36500,26100,23550,,,,,29050
1402,X2 xDrive18d  (F39),110.0,BMW,38500,27550,24600,,,,,30650
1403,X2 sDrive20d Steptronic (F39),140.0,BMW,41800,29500,26650,,,,,32800
1404,X2 xDrive20d Steptronic (F39),140.0,BMW,43800,,27050,24400,,,,
1405,X2 xDrive25d Advantage Steptronic (F39),170.0,BMW,46800,,29200,26300,,,,
1406,X2 xDrive25e Advantage Steptronic (F39),162.0,BMW,47550,,,,,,,37050
1407,X3 sDrive20i Steptronic (F25),135.0,BMW,39600,,,,24300,21350,18550,
1408,X3 xDrive20i  (F25),135.0,BMW,43800,,,25250,22650,19750,17850,
1409,X3 xDrive35i Steptronic (F25),225.0,BMW,55000,,,,25800,22650,20900,
1410,X3 sDrive18d  (F25),110.0,BMW,39600,,,19800,17900,15950,14450,
1411,X3 xDrive20d  (F25),140.0,BMW,43600,,,21850,19350,17450,15650,
1412,X3 xDrive30d Steptronic (F25),190.0,BMW,52100,,,,23800,21950,19050,
1413,X3 xDrive35d Steptronic (F25),230.0,BMW,57100,,,,26650,24900,21900,
1414,X3 M Steptronic (F97),353.0,BMW,86700,61000,,,,,,67800
1415,X3 M Competition Steptronic (F97),375.0,BMW,95200,67100,,,,,,74600
1416,X3 xDrive20i Steptronic (G01),135.0,BMW,44000,,30650,27250,,,,
1417,X3 xDrive30i Advantage Steptronic (G01),185.0,BMW,51900,,32850,29650,,,,
1418,X3 M40i Steptronic (G01),260.0,BMW,71500,51350,46000,,,,,
1419,X3 M40i Steptronic (G01),265.0,BMW,68700,,46350,41200,,,,
1420,X3 xDrive20d Steptronic (G01),140.0,BMW,47600,33300,29500,26150,,,,
1421,X3 xDrive25d Advantage Steptronic (G01),170.0,BMW,52500,36800,32650,,,,,
1422,X3 xDrive30d Advantage Steptronic (G01),195.0,BMW,56400,,34050,29450,,,,
